31
135
12;14;20;16;10;16;16;17;14;7;13;15;15;16;20;17;16;10;15;16;8;17;15;15;16;20;17;15;16;10;17;16;15;7;17;15;20;15;8;17;14;8;16;12;10;17;20;15;14;7;16;8;17;14;15;8;10;16;17;20;14;15;7;8;16;17;8;8;14;10;15;20;16;8;8;17;16;12;14;15;8;16;15;17;20;16;15;8;17;8;10;14;8;15;16;8;17;7;20;16;15;17;8;8;10;8;16;15;17;8;20;16;15;17;10;8;15;16;20;7;16;15;8;8;10;20;8;7;8;20;8;15;8;20;12;
10;9;28;8;20;8;8;14;9;16;15;14;14;8;28;14;8;20;14;8;12;14;14;14;8;28;14;14;8;20;14;8;14;16;14;14;28;14;12;14;12;12;8;12;20;14;28;14;12;16;8;12;14;12;14;12;20;8;14;28;12;14;16;12;8;14;12;12;12;20;14;28;8;12;12;14;8;12;12;14;12;8;14;14;28;8;14;12;14;12;20;12;12;14;8;12;14;16;28;8;14;14;12;12;20;12;8;14;14;12;28;8;14;14;20;12;14;8;28;16;8;14;12;12;20;28;12;16;12;28;12;14;12;28;10;
6;2;22;1;16;1;1;10;2;11;8;10;10;1;22;10;1;16;10;1;8;10;10;10;1;22;10;10;1;16;10;1;10;11;10;10;22;10;8;10;4;8;1;5;16;10;22;10;4;11;1;8;10;4;10;8;16;1;10;22;4;10;11;8;1;10;8;8;4;16;10;22;1;8;8;10;1;5;4;10;8;1;10;10;22;1;10;8;10;8;16;4;8;10;1;8;10;11;22;1;10;10;8;8;16;8;1;10;10;8;22;1;10;10;16;8;10;1;22;11;1;10;8;8;16;22;8;11;8;22;8;10;8;22;6;
9;9;19;10;15;10;10;4;9;12;3;0;0;10;19;4;10;15;0;10;9;4;0;0;10;19;4;0;10;15;4;10;0;12;4;0;19;0;9;4;9;9;10;8;15;4;19;0;9;12;10;9;4;9;0;9;15;10;4;19;9;0;12;9;10;4;9;9;9;15;0;19;10;9;9;4;10;8;9;0;9;10;0;4;19;10;0;9;4;9;15;9;9;0;10;9;4;12;19;10;0;4;9;9;15;9;10;0;4;9;19;10;0;4;15;9;0;10;19;12;10;0;9;9;15;19;9;12;9;19;9;0;9;19;9;
18;16;27;18;17;18;18;24;16;11;19;21;21;18;27;24;18;17;21;18;15;24;21;21;18;27;24;21;18;17;24;18;21;11;24;21;27;21;15;24;18;15;18;15;17;24;27;21;18;11;18;15;24;18;21;15;17;18;24;27;18;21;11;15;18;24;15;15;18;17;21;27;18;15;15;24;18;15;18;21;15;18;21;24;27;18;21;15;24;15;17;18;15;21;18;15;24;11;27;18;21;24;15;15;17;15;18;21;24;15;27;18;21;24;17;15;21;18;27;11;18;21;15;15;17;27;15;11;15;27;15;21;15;27;18;
20;21;0;22;20;22;22;23;21;18;17;19;19;22;0;23;22;20;19;22;16;23;19;19;22;0;23;19;22;20;23;22;19;18;23;19;0;19;16;23;20;16;22;19;20;23;0;19;20;18;22;16;23;20;19;16;20;22;23;0;20;19;18;16;22;23;16;16;20;20;19;0;22;16;16;23;22;19;20;19;16;22;19;23;0;22;19;16;23;16;20;20;16;19;22;16;23;18;0;22;19;23;16;16;20;16;22;19;23;16;0;22;19;23;20;16;19;22;0;18;22;19;16;16;20;0;16;18;16;0;16;19;16;0;20;
8;11;19;12;8;12;12;16;11;0;11;13;13;12;19;16;12;8;13;12;7;16;13;13;12;19;16;13;12;8;16;12;13;0;16;13;19;13;7;16;12;7;12;10;8;16;19;13;12;0;12;7;16;12;13;7;8;12;16;19;12;13;0;7;12;16;7;7;12;8;13;19;12;7;7;16;12;10;12;13;7;12;13;16;19;12;13;7;16;7;8;12;7;13;12;7;16;0;19;12;13;16;7;7;8;7;12;13;16;7;19;12;13;16;8;7;13;12;19;0;12;13;7;7;8;19;7;0;7;19;7;13;7;19;8;
11;14;20;15;0;15;15;17;14;9;13;15;15;15;20;17;15;0;15;15;8;17;15;15;15;20;17;15;15;0;17;15;15;9;17;15;20;15;8;17;14;8;15;12;0;17;20;15;14;9;15;8;17;14;15;8;0;15;17;20;14;15;9;8;15;17;8;8;14;0;15;20;15;8;8;17;15;12;14;15;8;15;15;17;20;15;15;8;17;8;0;14;8;15;15;8;17;9;20;15;15;17;8;8;0;8;15;15;17;8;20;15;15;17;0;8;15;15;20;9;15;15;8;8;0;20;8;9;8;20;8;15;8;20;11;
7;3;21;3;15;3;3;8;3;12;5;7;7;3;21;8;3;15;7;3;7;8;7;7;3;21;8;7;3;15;8;3;7;12;8;7;21;7;7;8;0;7;3;5;15;8;21;7;0;12;3;7;8;0;7;7;15;3;8;21;0;7;12;7;3;8;7;7;0;15;7;21;3;7;7;8;3;5;0;7;7;3;7;8;21;3;7;7;8;7;15;0;7;7;3;7;8;12;21;3;7;8;7;7;15;7;3;7;8;7;21;3;7;8;15;7;7;3;21;12;3;7;7;7;15;21;7;12;7;21;7;7;7;21;7;
10;10;27;10;20;10;10;19;10;15;15;17;17;10;27;19;10;20;17;10;12;19;17;17;10;27;19;17;10;20;19;10;17;15;19;17;27;17;12;19;12;12;10;12;20;19;27;17;12;15;10;12;19;12;17;12;20;10;19;27;12;17;15;12;10;19;12;12;12;20;17;27;10;12;12;19;10;12;12;17;12;10;17;19;27;10;17;12;19;12;20;12;12;17;10;12;19;15;27;10;17;19;12;12;20;12;10;17;19;12;27;10;17;19;20;12;17;10;27;15;10;17;12;12;20;27;12;15;12;27;12;17;12;27;10;
12;12;29;12;21;12;12;21;12;17;17;19;19;12;29;21;12;21;19;12;14;21;19;19;12;29;21;19;12;21;21;12;19;17;21;19;29;19;14;21;14;14;12;14;21;21;29;19;14;17;12;14;21;14;19;14;21;12;21;29;14;19;17;14;12;21;14;14;14;21;19;29;12;14;14;21;12;14;14;19;14;12;19;21;29;12;19;14;21;14;21;14;14;19;12;14;21;17;29;12;19;21;14;14;21;14;12;19;21;14;29;12;19;21;21;14;19;12;29;17;12;19;14;14;21;29;14;17;14;29;14;19;14;29;12;
9;9;15;11;11;11;11;11;9;8;6;8;8;11;15;11;11;11;8;11;7;11;8;8;11;15;11;8;11;11;11;11;8;8;11;8;15;8;7;11;9;7;11;8;11;11;15;8;9;8;11;7;11;9;8;7;11;11;11;15;9;8;8;7;11;11;7;7;9;11;8;15;11;7;7;11;11;8;9;8;7;11;8;11;15;11;8;7;11;7;11;9;7;8;11;7;11;8;15;11;8;11;7;7;11;7;11;8;11;7;15;11;8;11;11;7;8;11;15;8;11;8;7;7;11;15;7;8;7;15;7;8;7;15;9;
4;6;16;7;9;7;7;12;6;6;7;9;9;7;16;12;7;9;9;7;1;12;9;9;7;16;12;9;7;9;12;7;9;6;12;9;16;9;1;12;6;1;7;4;9;12;16;9;6;6;7;1;12;6;9;1;9;7;12;16;6;9;6;1;7;12;1;1;6;9;9;16;7;1;1;12;7;4;6;9;1;7;9;12;16;7;9;1;12;1;9;6;1;9;7;1;12;6;16;7;9;12;1;1;9;1;7;9;12;1;16;7;9;12;9;1;9;7;16;6;7;9;1;1;9;16;1;6;1;16;1;9;1;16;4;
5;6;15;8;9;8;8;10;6;6;6;8;8;8;15;10;8;9;8;8;2;10;8;8;8;15;10;8;8;9;10;8;8;6;10;8;15;8;2;10;6;2;8;4;9;10;15;8;6;6;8;2;10;6;8;2;9;8;10;15;6;8;6;2;8;10;2;2;6;9;8;15;8;2;2;10;8;4;6;8;2;8;8;10;15;8;8;2;10;2;9;6;2;8;8;2;10;6;15;8;8;10;2;2;9;2;8;8;10;2;15;8;8;10;9;2;8;8;15;6;8;8;2;2;9;15;2;6;2;15;2;8;2;15;5;
0;6;20;6;12;6;6;12;6;7;7;9;9;6;20;12;6;12;9;6;3;12;9;9;6;20;12;9;6;12;12;6;9;7;12;9;20;9;3;12;6;3;6;4;12;12;20;9;6;7;6;3;12;6;9;3;12;6;12;20;6;9;7;3;6;12;3;3;6;12;9;20;6;3;3;12;6;4;6;9;3;6;9;12;20;6;9;3;12;3;12;6;3;9;6;3;12;7;20;6;9;12;3;3;12;3;6;9;12;3;20;6;9;12;12;3;9;6;20;7;6;9;3;3;12;20;3;7;3;20;3;9;3;20;0;
0;6;20;6;12;6;6;12;6;7;7;9;9;6;20;12;6;12;9;6;3;12;9;9;6;20;12;9;6;12;12;6;9;7;12;9;20;9;3;12;6;3;6;4;12;12;20;9;6;7;6;3;12;6;9;3;12;6;12;20;6;9;7;3;6;12;3;3;6;12;9;20;6;3;3;12;6;4;6;9;3;6;9;12;20;6;9;3;12;3;12;6;3;9;6;3;12;7;20;6;9;12;3;3;12;3;6;9;12;3;20;6;9;12;12;3;9;6;20;7;6;9;3;3;12;20;3;7;3;20;3;9;3;20;0;
0;6;20;6;12;6;6;12;6;7;7;9;9;6;20;12;6;12;9;6;3;12;9;9;6;20;12;9;6;12;12;6;9;7;12;9;20;9;3;12;6;3;6;4;12;12;20;9;6;7;6;3;12;6;9;3;12;6;12;20;6;9;7;3;6;12;3;3;6;12;9;20;6;3;3;12;6;4;6;9;3;6;9;12;20;6;9;3;12;3;12;6;3;9;6;3;12;7;20;6;9;12;3;3;12;3;6;9;12;3;20;6;9;12;12;3;9;6;20;7;6;9;3;3;12;20;3;7;3;20;3;9;3;20;0;
0;6;20;6;12;6;6;12;6;7;7;9;9;6;20;12;6;12;9;6;3;12;9;9;6;20;12;9;6;12;12;6;9;7;12;9;20;9;3;12;6;3;6;4;12;12;20;9;6;7;6;3;12;6;9;3;12;6;12;20;6;9;7;3;6;12;3;3;6;12;9;20;6;3;3;12;6;4;6;9;3;6;9;12;20;6;9;3;12;3;12;6;3;9;6;3;12;7;20;6;9;12;3;3;12;3;6;9;12;3;20;6;9;12;12;3;9;6;20;7;6;9;3;3;12;20;3;7;3;20;3;9;3;20;0;
0;6;20;6;12;6;6;12;6;7;7;9;9;6;20;12;6;12;9;6;3;12;9;9;6;20;12;9;6;12;12;6;9;7;12;9;20;9;3;12;6;3;6;4;12;12;20;9;6;7;6;3;12;6;9;3;12;6;12;20;6;9;7;3;6;12;3;3;6;12;9;20;6;3;3;12;6;4;6;9;3;6;9;12;20;6;9;3;12;3;12;6;3;9;6;3;12;7;20;6;9;12;3;3;12;3;6;9;12;3;20;6;9;12;12;3;9;6;20;7;6;9;3;3;12;20;3;7;3;20;3;9;3;20;0;
0;6;20;6;12;6;6;12;6;7;7;9;9;6;20;12;6;12;9;6;3;12;9;9;6;20;12;9;6;12;12;6;9;7;12;9;20;9;3;12;6;3;6;4;12;12;20;9;6;7;6;3;12;6;9;3;12;6;12;20;6;9;7;3;6;12;3;3;6;12;9;20;6;3;3;12;6;4;6;9;3;6;9;12;20;6;9;3;12;3;12;6;3;9;6;3;12;7;20;6;9;12;3;3;12;3;6;9;12;3;20;6;9;12;12;3;9;6;20;7;6;9;3;3;12;20;3;7;3;20;3;9;3;20;0;
0;6;20;6;12;6;6;12;6;7;7;9;9;6;20;12;6;12;9;6;3;12;9;9;6;20;12;9;6;12;12;6;9;7;12;9;20;9;3;12;6;3;6;4;12;12;20;9;6;7;6;3;12;6;9;3;12;6;12;20;6;9;7;3;6;12;3;3;6;12;9;20;6;3;3;12;6;4;6;9;3;6;9;12;20;6;9;3;12;3;12;6;3;9;6;3;12;7;20;6;9;12;3;3;12;3;6;9;12;3;20;6;9;12;12;3;9;6;20;7;6;9;3;3;12;20;3;7;3;20;3;9;3;20;0;
