31
162
12;14;20;16;8;14;16;16;14;8;7;13;13;15;14;13;15;16;20;14;13;16;14;13;15;16;8;15;14;13;15;14;16;13;20;8;15;14;16;14;16;15;14;13;7;15;13;20;14;8;15;8;14;13;8;8;16;14;20;15;8;7;14;16;13;15;8;16;14;20;15;8;8;7;13;14;16;8;14;8;15;20;14;16;8;8;13;16;14;15;8;16;15;8;14;8;13;20;16;15;14;14;8;15;16;8;8;14;7;8;13;20;16;14;15;14;8;16;15;8;14;14;20;16;15;8;8;14;13;8;15;16;14;20;8;14;14;13;7;16;15;8;8;14;20;8;14;8;7;8;8;20;14;8;8;14;15;13;8;14;20;12;
10;21;28;8;13;21;8;8;21;13;16;15;18;14;21;18;14;8;28;21;18;8;21;18;14;8;12;14;21;18;14;21;8;18;28;13;14;21;8;21;8;14;21;18;16;14;18;28;21;13;14;13;21;18;13;12;8;21;28;14;13;16;21;8;18;14;12;8;21;28;14;13;13;16;18;21;8;12;21;13;14;28;21;8;12;13;18;8;21;14;12;8;14;13;21;13;18;28;8;14;21;21;12;14;8;12;13;21;16;13;18;28;8;21;14;21;12;8;14;13;21;21;28;8;14;13;13;21;18;12;14;8;21;28;13;21;21;18;16;8;14;12;13;21;28;13;21;12;16;12;13;28;21;13;12;21;14;18;12;21;28;10;
6;17;22;1;8;17;1;1;17;8;11;8;12;10;17;12;10;1;22;17;12;1;17;12;10;1;8;10;17;12;10;17;1;12;22;8;10;17;1;17;1;10;17;12;11;10;12;22;17;8;10;8;17;12;8;8;1;17;22;10;8;11;17;1;12;10;8;1;17;22;10;8;8;11;12;17;1;8;17;8;10;22;17;1;8;8;12;1;17;10;8;1;10;8;17;8;12;22;1;10;17;17;8;10;1;8;8;17;11;8;12;22;1;17;10;17;8;1;10;8;17;17;22;1;10;8;8;17;12;8;10;1;17;22;8;17;17;12;11;1;10;8;8;17;22;8;17;8;11;8;8;22;17;8;8;17;10;12;8;17;22;6;
9;20;19;10;8;20;10;10;20;8;12;3;8;0;20;8;0;10;19;20;8;10;20;8;0;10;9;0;20;8;0;20;10;8;19;8;0;20;10;20;10;0;20;8;12;0;8;19;20;8;0;8;20;8;8;9;10;20;19;0;8;12;20;10;8;0;9;10;20;19;0;8;8;12;8;20;10;9;20;8;0;19;20;10;9;8;8;10;20;0;9;10;0;8;20;8;8;19;10;0;20;20;9;0;10;9;8;20;12;8;8;19;10;20;0;20;9;10;0;8;20;20;19;10;0;8;8;20;8;9;0;10;20;19;8;20;20;8;12;10;0;9;8;20;19;8;20;9;12;9;8;19;20;8;9;20;0;8;9;20;19;9;
18;0;27;18;15;0;18;18;0;15;11;19;19;21;0;19;21;18;27;0;19;18;0;19;21;18;15;21;0;19;21;0;18;19;27;15;21;0;18;0;18;21;0;19;11;21;19;27;0;15;21;15;0;19;15;15;18;0;27;21;15;11;0;18;19;21;15;18;0;27;21;15;15;11;19;0;18;15;0;15;21;27;0;18;15;15;19;18;0;21;15;18;21;15;0;15;19;27;18;21;0;0;15;21;18;15;15;0;11;15;19;27;18;0;21;0;15;18;21;15;0;0;27;18;21;15;15;0;19;15;21;18;0;27;15;0;0;19;11;18;21;15;15;0;27;15;0;15;11;15;15;27;0;15;15;0;21;19;15;0;27;18;
20;26;0;22;16;26;22;22;26;16;18;17;16;19;26;16;19;22;0;26;16;22;26;16;19;22;16;19;26;16;19;26;22;16;0;16;19;26;22;26;22;19;26;16;18;19;16;0;26;16;19;16;26;16;16;16;22;26;0;19;16;18;26;22;16;19;16;22;26;0;19;16;16;18;16;26;22;16;26;16;19;0;26;22;16;16;16;22;26;19;16;22;19;16;26;16;16;0;22;19;26;26;16;19;22;16;16;26;18;16;16;0;22;26;19;26;16;22;19;16;26;26;0;22;19;16;16;26;16;16;19;22;26;0;16;26;26;16;18;22;19;16;16;26;0;16;26;16;18;16;16;0;26;16;16;26;19;16;16;26;0;20;
8;11;19;12;7;11;12;12;11;7;0;11;11;13;11;11;13;12;19;11;11;12;11;11;13;12;7;13;11;11;13;11;12;11;19;7;13;11;12;11;12;13;11;11;0;13;11;19;11;7;13;7;11;11;7;7;12;11;19;13;7;0;11;12;11;13;7;12;11;19;13;7;7;0;11;11;12;7;11;7;13;19;11;12;7;7;11;12;11;13;7;12;13;7;11;7;11;19;12;13;11;11;7;13;12;7;7;11;0;7;11;19;12;11;13;11;7;12;13;7;11;11;19;12;13;7;7;11;11;7;13;12;11;19;7;11;11;11;0;12;13;7;7;11;19;7;11;7;0;7;7;19;11;7;7;11;13;11;7;11;19;8;
11;17;20;15;8;17;15;15;17;8;9;13;13;15;17;13;15;15;20;17;13;15;17;13;15;15;8;15;17;13;15;17;15;13;20;8;15;17;15;17;15;15;17;13;9;15;13;20;17;8;15;8;17;13;8;8;15;17;20;15;8;9;17;15;13;15;8;15;17;20;15;8;8;9;13;17;15;8;17;8;15;20;17;15;8;8;13;15;17;15;8;15;15;8;17;8;13;20;15;15;17;17;8;15;15;8;8;17;9;8;13;20;15;17;15;17;8;15;15;8;17;17;20;15;15;8;8;17;13;8;15;15;17;20;8;17;17;13;9;15;15;8;8;17;20;8;17;8;9;8;8;20;17;8;8;17;15;13;8;17;20;11;
7;17;21;3;7;17;3;3;17;7;12;5;11;7;17;11;7;3;21;17;11;3;17;11;7;3;7;7;17;11;7;17;3;11;21;7;7;17;3;17;3;7;17;11;12;7;11;21;17;7;7;7;17;11;7;7;3;17;21;7;7;12;17;3;11;7;7;3;17;21;7;7;7;12;11;17;3;7;17;7;7;21;17;3;7;7;11;3;17;7;7;3;7;7;17;7;11;21;3;7;17;17;7;7;3;7;7;17;12;7;11;21;3;17;7;17;7;3;7;7;17;17;21;3;7;7;7;17;11;7;7;3;17;21;7;17;17;11;12;3;7;7;7;17;21;7;17;7;12;7;7;21;17;7;7;17;7;11;7;17;21;7;
10;20;27;10;13;20;10;10;20;13;15;15;17;17;20;17;17;10;27;20;17;10;20;17;17;10;12;17;20;17;17;20;10;17;27;13;17;20;10;20;10;17;20;17;15;17;17;27;20;13;17;13;20;17;13;12;10;20;27;17;13;15;20;10;17;17;12;10;20;27;17;13;13;15;17;20;10;12;20;13;17;27;20;10;12;13;17;10;20;17;12;10;17;13;20;13;17;27;10;17;20;20;12;17;10;12;13;20;15;13;17;27;10;20;17;20;12;10;17;13;20;20;27;10;17;13;13;20;17;12;17;10;20;27;13;20;20;17;15;10;17;12;13;20;27;13;20;12;15;12;13;27;20;13;12;20;17;17;12;20;27;10;
12;22;29;12;15;22;12;12;22;15;17;17;19;19;22;19;19;12;29;22;19;12;22;19;19;12;14;19;22;19;19;22;12;19;29;15;19;22;12;22;12;19;22;19;17;19;19;29;22;15;19;15;22;19;15;14;12;22;29;19;15;17;22;12;19;19;14;12;22;29;19;15;15;17;19;22;12;14;22;15;19;29;22;12;14;15;19;12;22;19;14;12;19;15;22;15;19;29;12;19;22;22;14;19;12;14;15;22;17;15;19;29;12;22;19;22;14;12;19;15;22;22;29;12;19;15;15;22;19;14;19;12;22;29;15;22;22;19;17;12;19;14;15;22;29;15;22;14;17;14;15;29;22;15;14;22;19;19;14;22;29;12;
9;17;15;11;6;17;11;11;17;6;8;6;4;8;17;4;8;11;15;17;4;11;17;4;8;11;7;8;17;4;8;17;11;4;15;6;8;17;11;17;11;8;17;4;8;8;4;15;17;6;8;6;17;4;6;7;11;17;15;8;6;8;17;11;4;8;7;11;17;15;8;6;6;8;4;17;11;7;17;6;8;15;17;11;7;6;4;11;17;8;7;11;8;6;17;6;4;15;11;8;17;17;7;8;11;7;6;17;8;6;4;15;11;17;8;17;7;11;8;6;17;17;15;11;8;6;6;17;4;7;8;11;17;15;6;17;17;4;8;11;8;7;6;17;15;6;17;7;8;7;6;15;17;6;7;17;8;4;7;17;15;9;
4;14;16;7;2;14;7;7;14;2;6;7;8;9;14;8;9;7;16;14;8;7;14;8;9;7;1;9;14;8;9;14;7;8;16;2;9;14;7;14;7;9;14;8;6;9;8;16;14;2;9;2;14;8;2;1;7;14;16;9;2;6;14;7;8;9;1;7;14;16;9;2;2;6;8;14;7;1;14;2;9;16;14;7;1;2;8;7;14;9;1;7;9;2;14;2;8;16;7;9;14;14;1;9;7;1;2;14;6;2;8;16;7;14;9;14;1;7;9;2;14;14;16;7;9;2;2;14;8;1;9;7;14;16;2;14;14;8;6;7;9;1;2;14;16;2;14;1;6;1;2;16;14;2;1;14;9;8;1;14;16;4;
5;14;15;8;1;14;8;8;14;1;6;6;7;8;14;7;8;8;15;14;7;8;14;7;8;8;2;8;14;7;8;14;8;7;15;1;8;14;8;14;8;8;14;7;6;8;7;15;14;1;8;1;14;7;1;2;8;14;15;8;1;6;14;8;7;8;2;8;14;15;8;1;1;6;7;14;8;2;14;1;8;15;14;8;2;1;7;8;14;8;2;8;8;1;14;1;7;15;8;8;14;14;2;8;8;2;1;14;6;1;7;15;8;14;8;14;2;8;8;1;14;14;15;8;8;1;1;14;7;2;8;8;14;15;1;14;14;7;6;8;8;2;1;14;15;1;14;2;6;2;1;15;14;1;2;14;8;7;2;14;15;5;
0;17;20;6;5;17;6;6;17;5;7;7;11;9;17;11;9;6;20;17;11;6;17;11;9;6;3;9;17;11;9;17;6;11;20;5;9;17;6;17;6;9;17;11;7;9;11;20;17;5;9;5;17;11;5;3;6;17;20;9;5;7;17;6;11;9;3;6;17;20;9;5;5;7;11;17;6;3;17;5;9;20;17;6;3;5;11;6;17;9;3;6;9;5;17;5;11;20;6;9;17;17;3;9;6;3;5;17;7;5;11;20;6;17;9;17;3;6;9;5;17;17;20;6;9;5;5;17;11;3;9;6;17;20;5;17;17;11;7;6;9;3;5;17;20;5;17;3;7;3;5;20;17;5;3;17;9;11;3;17;20;0;
0;17;20;6;5;17;6;6;17;5;7;7;11;9;17;11;9;6;20;17;11;6;17;11;9;6;3;9;17;11;9;17;6;11;20;5;9;17;6;17;6;9;17;11;7;9;11;20;17;5;9;5;17;11;5;3;6;17;20;9;5;7;17;6;11;9;3;6;17;20;9;5;5;7;11;17;6;3;17;5;9;20;17;6;3;5;11;6;17;9;3;6;9;5;17;5;11;20;6;9;17;17;3;9;6;3;5;17;7;5;11;20;6;17;9;17;3;6;9;5;17;17;20;6;9;5;5;17;11;3;9;6;17;20;5;17;17;11;7;6;9;3;5;17;20;5;17;3;7;3;5;20;17;5;3;17;9;11;3;17;20;0;
0;17;20;6;5;17;6;6;17;5;7;7;11;9;17;11;9;6;20;17;11;6;17;11;9;6;3;9;17;11;9;17;6;11;20;5;9;17;6;17;6;9;17;11;7;9;11;20;17;5;9;5;17;11;5;3;6;17;20;9;5;7;17;6;11;9;3;6;17;20;9;5;5;7;11;17;6;3;17;5;9;20;17;6;3;5;11;6;17;9;3;6;9;5;17;5;11;20;6;9;17;17;3;9;6;3;5;17;7;5;11;20;6;17;9;17;3;6;9;5;17;17;20;6;9;5;5;17;11;3;9;6;17;20;5;17;17;11;7;6;9;3;5;17;20;5;17;3;7;3;5;20;17;5;3;17;9;11;3;17;20;0;
0;17;20;6;5;17;6;6;17;5;7;7;11;9;17;11;9;6;20;17;11;6;17;11;9;6;3;9;17;11;9;17;6;11;20;5;9;17;6;17;6;9;17;11;7;9;11;20;17;5;9;5;17;11;5;3;6;17;20;9;5;7;17;6;11;9;3;6;17;20;9;5;5;7;11;17;6;3;17;5;9;20;17;6;3;5;11;6;17;9;3;6;9;5;17;5;11;20;6;9;17;17;3;9;6;3;5;17;7;5;11;20;6;17;9;17;3;6;9;5;17;17;20;6;9;5;5;17;11;3;9;6;17;20;5;17;17;11;7;6;9;3;5;17;20;5;17;3;7;3;5;20;17;5;3;17;9;11;3;17;20;0;
0;17;20;6;5;17;6;6;17;5;7;7;11;9;17;11;9;6;20;17;11;6;17;11;9;6;3;9;17;11;9;17;6;11;20;5;9;17;6;17;6;9;17;11;7;9;11;20;17;5;9;5;17;11;5;3;6;17;20;9;5;7;17;6;11;9;3;6;17;20;9;5;5;7;11;17;6;3;17;5;9;20;17;6;3;5;11;6;17;9;3;6;9;5;17;5;11;20;6;9;17;17;3;9;6;3;5;17;7;5;11;20;6;17;9;17;3;6;9;5;17;17;20;6;9;5;5;17;11;3;9;6;17;20;5;17;17;11;7;6;9;3;5;17;20;5;17;3;7;3;5;20;17;5;3;17;9;11;3;17;20;0;
0;17;20;6;5;17;6;6;17;5;7;7;11;9;17;11;9;6;20;17;11;6;17;11;9;6;3;9;17;11;9;17;6;11;20;5;9;17;6;17;6;9;17;11;7;9;11;20;17;5;9;5;17;11;5;3;6;17;20;9;5;7;17;6;11;9;3;6;17;20;9;5;5;7;11;17;6;3;17;5;9;20;17;6;3;5;11;6;17;9;3;6;9;5;17;5;11;20;6;9;17;17;3;9;6;3;5;17;7;5;11;20;6;17;9;17;3;6;9;5;17;17;20;6;9;5;5;17;11;3;9;6;17;20;5;17;17;11;7;6;9;3;5;17;20;5;17;3;7;3;5;20;17;5;3;17;9;11;3;17;20;0;
0;17;20;6;5;17;6;6;17;5;7;7;11;9;17;11;9;6;20;17;11;6;17;11;9;6;3;9;17;11;9;17;6;11;20;5;9;17;6;17;6;9;17;11;7;9;11;20;17;5;9;5;17;11;5;3;6;17;20;9;5;7;17;6;11;9;3;6;17;20;9;5;5;7;11;17;6;3;17;5;9;20;17;6;3;5;11;6;17;9;3;6;9;5;17;5;11;20;6;9;17;17;3;9;6;3;5;17;7;5;11;20;6;17;9;17;3;6;9;5;17;17;20;6;9;5;5;17;11;3;9;6;17;20;5;17;17;11;7;6;9;3;5;17;20;5;17;3;7;3;5;20;17;5;3;17;9;11;3;17;20;0;
