31
85
12;20;16;16;16;7;13;15;15;16;20;16;15;16;8;15;15;16;20;15;16;16;15;7;15;20;15;8;16;20;15;7;16;15;8;16;20;15;7;16;8;15;20;16;8;16;15;8;16;15;20;16;15;8;15;16;8;7;20;16;15;8;16;15;20;16;15;8;15;16;20;7;16;15;8;20;8;7;8;20;8;15;8;20;12;
10;28;8;8;8;16;15;14;14;8;28;8;14;8;12;14;14;8;28;14;8;8;14;16;14;28;14;12;8;28;14;16;8;14;12;8;28;14;16;8;12;14;28;8;12;8;14;12;8;14;28;8;14;12;14;8;12;16;28;8;14;12;8;14;28;8;14;12;14;8;28;16;8;14;12;28;12;16;12;28;12;14;12;28;10;
6;22;1;1;1;11;8;10;10;1;22;1;10;1;8;10;10;1;22;10;1;1;10;11;10;22;10;8;1;22;10;11;1;10;8;1;22;10;11;1;8;10;22;1;8;1;10;8;1;10;22;1;10;8;10;1;8;11;22;1;10;8;1;10;22;1;10;8;10;1;22;11;1;10;8;22;8;11;8;22;8;10;8;22;6;
9;19;10;10;10;12;3;0;0;10;19;10;0;10;9;0;0;10;19;0;10;10;0;12;0;19;0;9;10;19;0;12;10;0;9;10;19;0;12;10;9;0;19;10;9;10;0;9;10;0;19;10;0;9;0;10;9;12;19;10;0;9;10;0;19;10;0;9;0;10;19;12;10;0;9;19;9;12;9;19;9;0;9;19;9;
18;27;18;18;18;11;19;21;21;18;27;18;21;18;15;21;21;18;27;21;18;18;21;11;21;27;21;15;18;27;21;11;18;21;15;18;27;21;11;18;15;21;27;18;15;18;21;15;18;21;27;18;21;15;21;18;15;11;27;18;21;15;18;21;27;18;21;15;21;18;27;11;18;21;15;27;15;11;15;27;15;21;15;27;18;
20;0;22;22;22;18;17;19;19;22;0;22;19;22;16;19;19;22;0;19;22;22;19;18;19;0;19;16;22;0;19;18;22;19;16;22;0;19;18;22;16;19;0;22;16;22;19;16;22;19;0;22;19;16;19;22;16;18;0;22;19;16;22;19;0;22;19;16;19;22;0;18;22;19;16;0;16;18;16;0;16;19;16;0;20;
8;19;12;12;12;0;11;13;13;12;19;12;13;12;7;13;13;12;19;13;12;12;13;0;13;19;13;7;12;19;13;0;12;13;7;12;19;13;0;12;7;13;19;12;7;12;13;7;12;13;19;12;13;7;13;12;7;0;19;12;13;7;12;13;19;12;13;7;13;12;19;0;12;13;7;19;7;0;7;19;7;13;7;19;8;
11;20;15;15;15;9;13;15;15;15;20;15;15;15;8;15;15;15;20;15;15;15;15;9;15;20;15;8;15;20;15;9;15;15;8;15;20;15;9;15;8;15;20;15;8;15;15;8;15;15;20;15;15;8;15;15;8;9;20;15;15;8;15;15;20;15;15;8;15;15;20;9;15;15;8;20;8;9;8;20;8;15;8;20;11;
7;21;3;3;3;12;5;7;7;3;21;3;7;3;7;7;7;3;21;7;3;3;7;12;7;21;7;7;3;21;7;12;3;7;7;3;21;7;12;3;7;7;21;3;7;3;7;7;3;7;21;3;7;7;7;3;7;12;21;3;7;7;3;7;21;3;7;7;7;3;21;12;3;7;7;21;7;12;7;21;7;7;7;21;7;
10;27;10;10;10;15;15;17;17;10;27;10;17;10;12;17;17;10;27;17;10;10;17;15;17;27;17;12;10;27;17;15;10;17;12;10;27;17;15;10;12;17;27;10;12;10;17;12;10;17;27;10;17;12;17;10;12;15;27;10;17;12;10;17;27;10;17;12;17;10;27;15;10;17;12;27;12;15;12;27;12;17;12;27;10;
12;29;12;12;12;17;17;19;19;12;29;12;19;12;14;19;19;12;29;19;12;12;19;17;19;29;19;14;12;29;19;17;12;19;14;12;29;19;17;12;14;19;29;12;14;12;19;14;12;19;29;12;19;14;19;12;14;17;29;12;19;14;12;19;29;12;19;14;19;12;29;17;12;19;14;29;14;17;14;29;14;19;14;29;12;
9;15;11;11;11;8;6;8;8;11;15;11;8;11;7;8;8;11;15;8;11;11;8;8;8;15;8;7;11;15;8;8;11;8;7;11;15;8;8;11;7;8;15;11;7;11;8;7;11;8;15;11;8;7;8;11;7;8;15;11;8;7;11;8;15;11;8;7;8;11;15;8;11;8;7;15;7;8;7;15;7;8;7;15;9;
4;16;7;7;7;6;7;9;9;7;16;7;9;7;1;9;9;7;16;9;7;7;9;6;9;16;9;1;7;16;9;6;7;9;1;7;16;9;6;7;1;9;16;7;1;7;9;1;7;9;16;7;9;1;9;7;1;6;16;7;9;1;7;9;16;7;9;1;9;7;16;6;7;9;1;16;1;6;1;16;1;9;1;16;4;
5;15;8;8;8;6;6;8;8;8;15;8;8;8;2;8;8;8;15;8;8;8;8;6;8;15;8;2;8;15;8;6;8;8;2;8;15;8;6;8;2;8;15;8;2;8;8;2;8;8;15;8;8;2;8;8;2;6;15;8;8;2;8;8;15;8;8;2;8;8;15;6;8;8;2;15;2;6;2;15;2;8;2;15;5;
0;20;6;6;6;7;7;9;9;6;20;6;9;6;3;9;9;6;20;9;6;6;9;7;9;20;9;3;6;20;9;7;6;9;3;6;20;9;7;6;3;9;20;6;3;6;9;3;6;9;20;6;9;3;9;6;3;7;20;6;9;3;6;9;20;6;9;3;9;6;20;7;6;9;3;20;3;7;3;20;3;9;3;20;0;
0;20;6;6;6;7;7;9;9;6;20;6;9;6;3;9;9;6;20;9;6;6;9;7;9;20;9;3;6;20;9;7;6;9;3;6;20;9;7;6;3;9;20;6;3;6;9;3;6;9;20;6;9;3;9;6;3;7;20;6;9;3;6;9;20;6;9;3;9;6;20;7;6;9;3;20;3;7;3;20;3;9;3;20;0;
0;20;6;6;6;7;7;9;9;6;20;6;9;6;3;9;9;6;20;9;6;6;9;7;9;20;9;3;6;20;9;7;6;9;3;6;20;9;7;6;3;9;20;6;3;6;9;3;6;9;20;6;9;3;9;6;3;7;20;6;9;3;6;9;20;6;9;3;9;6;20;7;6;9;3;20;3;7;3;20;3;9;3;20;0;
0;20;6;6;6;7;7;9;9;6;20;6;9;6;3;9;9;6;20;9;6;6;9;7;9;20;9;3;6;20;9;7;6;9;3;6;20;9;7;6;3;9;20;6;3;6;9;3;6;9;20;6;9;3;9;6;3;7;20;6;9;3;6;9;20;6;9;3;9;6;20;7;6;9;3;20;3;7;3;20;3;9;3;20;0;
0;20;6;6;6;7;7;9;9;6;20;6;9;6;3;9;9;6;20;9;6;6;9;7;9;20;9;3;6;20;9;7;6;9;3;6;20;9;7;6;3;9;20;6;3;6;9;3;6;9;20;6;9;3;9;6;3;7;20;6;9;3;6;9;20;6;9;3;9;6;20;7;6;9;3;20;3;7;3;20;3;9;3;20;0;
0;20;6;6;6;7;7;9;9;6;20;6;9;6;3;9;9;6;20;9;6;6;9;7;9;20;9;3;6;20;9;7;6;9;3;6;20;9;7;6;3;9;20;6;3;6;9;3;6;9;20;6;9;3;9;6;3;7;20;6;9;3;6;9;20;6;9;3;9;6;20;7;6;9;3;20;3;7;3;20;3;9;3;20;0;
0;20;6;6;6;7;7;9;9;6;20;6;9;6;3;9;9;6;20;9;6;6;9;7;9;20;9;3;6;20;9;7;6;9;3;6;20;9;7;6;3;9;20;6;3;6;9;3;6;9;20;6;9;3;9;6;3;7;20;6;9;3;6;9;20;6;9;3;9;6;20;7;6;9;3;20;3;7;3;20;3;9;3;20;0;
