4 100 52
64 29 62 33 21 26 40 26 35 22 46 17 15 0 33 6 28 31 31 33 13 9 38 2 46 48 52 46 51 23 32 13 51 33 33 35 17 37 21 39 35 10 19 28 28 29 5 19 35 4 26 28
42 46 35 51 30 28 19 26 36 17 15 20 31 33 0 37 20 47 46 5 39 37 24 34 14 23 35 19 29 10 2 21 26 17 14 26 38 16 19 20 25 27 26 10 22 19 37 34 9 34 42 14
66 33 68 29 26 32 42 26 34 27 50 20 20 6 37 0 30 27 28 37 8 5 44 6 50 50 53 49 52 28 37 18 57 39 39 40 21 43 23 45 36 12 24 33 30 31 3 23 40 4 30 31
37 52 54 33 38 39 14 8 17 27 25 12 35 28 20 30 0 30 29 15 28 27 41 29 29 22 25 22 23 15 18 22 46 34 31 42 41 35 8 39 9 18 33 25 3 1 31 40 27 27 48 6
58 59 82 4 51 55 41 22 19 46 54 29 45 31 47 27 30 0 3 44 19 23 63 32 58 48 44 50 47 40 46 36 72 57 55 61 47 59 29 63 31 25 47 49 28 31 30 49 54 28 55 35
56 60 81 6 51 55 39 21 18 46 52 29 46 31 46 28 29 3 0 43 20 24 63 33 57 47 41 48 45 39 45 37 72 56 55 62 48 59 28 62 29 25 48 48 27 29 31 50 53 29 57 34
38 49 39 48 33 32 14 22 31 20 14 18 33 33 5 37 15 44 43 0 38 36 29 34 15 19 30 15 25 10 3 21 31 22 19 31 40 21 16 25 20 26 29 14 18 15 37 37 14 33 45 10
63 41 72 21 34 39 41 23 28 32 50 20 28 13 39 8 28 19 20 38 0 5 49 14 52 49 49 48 50 30 38 22 61 44 43 47 29 47 23 50 33 13 31 37 27 29 11 31 44 10 38 31
63 37 69 25 30 34 40 23 30 29 49 19 24 9 37 5 27 23 24 36 5 0 46 10 50 48 50 48 50 28 36 19 58 40 40 43 24 44 22 47 34 11 27 34 27 28 8 27 41 6 34 30
64 34 28 66 21 16 42 46 57 18 35 35 27 38 24 44 41 63 63 29 49 46 0 38 28 45 58 41 52 26 26 28 16 8 11 7 33 9 37 5 48 39 21 17 43 41 42 27 16 41 30 36
65 28 63 34 21 26 41 27 36 22 47 18 14 2 34 6 29 32 33 34 14 10 38 0 47 49 53 47 52 25 34 14 51 33 34 34 16 38 22 40 37 12 18 29 30 30 4 18 36 4 25 30
37 56 27 62 41 38 22 36 44 29 8 32 43 46 14 50 29 58 57 15 52 50 28 47 0 21 35 16 28 23 14 33 23 24 20 33 50 20 30 24 31 40 37 20 31 28 50 46 14 47 52 24
19 67 47 52 51 50 9 28 30 39 13 31 51 48 23 50 22 48 47 19 49 48 45 49 21 0 15 5 7 28 21 38 42 39 36 49 58 37 27 41 18 39 47 32 22 21 51 55 30 48 63 20
15 75 61 47 60 60 16 27 25 48 27 36 59 52 35 53 25 44 41 30 49 50 58 53 35 15 0 20 8 36 33 45 57 51 48 61 65 50 32 54 17 42 56 43 24 24 55 63 42 51 71 26
23 64 42 53 48 47 9 28 33 35 8 30 48 46 19 49 22 50 48 15 48 48 41 47 16 5 20 0 12 25 17 36 37 35 31 44 55 33 27 37 20 38 44 28 23 21 50 52 25 46 60 19
14 72 54 50 57 56 12 28 28 44 20 34 56 51 29 52 23 47 45 25 50 50 52 52 28 7 8 12 0 32 27 42 49 46 42 55 62 44 30 48 18 41 52 38 24 22 54 60 36 50 68 23
46 40 43 43 25 25 21 20 31 13 23 11 24 23 10 28 15 40 39 10 30 28 26 25 23 28 36 25 32 0 9 12 33 19 17 27 31 21 12 24 23 18 20 10 18 16 28 28 15 25 36 11
40 47 37 49 31 30 17 25 34 18 14 19 32 32 2 37 18 46 45 3 38 36 26 34 14 21 33 17 27 9 0 21 28 19 16 28 39 18 18 22 23 26 27 11 20 17 37 35 11 34 43 12
56 31 50 39 17 20 31 23 34 10 34 11 14 13 21 18 22 36 37 21 22 19 28 14 33 38 45 36 42 12 21 0 39 22 21 26 20 25 15 28 30 12 13 16 23 22 17 19 23 15 27 20
59 50 12 76 37 32 42 52 62 30 31 44 42 51 26 57 46 72 72 31 61 58 16 51 23 42 57 37 49 33 28 39 0 19 19 23 48 14 44 13 50 49 36 25 48 45 55 43 19 53 46 40
58 34 30 60 20 15 36 39 50 12 30 28 24 33 17 39 34 57 56 22 44 40 8 33 24 39 51 35 46 19 19 22 19 0 4 10 31 5 30 7 40 33 18 10 36 34 37 25 10 35 30 29
54 37 30 59 22 18 32 37 47 12 26 27 26 33 14 39 31 55 55 19 43 40 11 34 20 36 48 31 42 17 16 21 19 4 0 14 33 5 28 8 38 32 19 7 33 31 37 28 7 35 33 26
67 28 34 64 16 10 45 46 57 16 39 34 22 35 26 40 42 61 62 31 47 43 7 34 33 49 61 44 55 27 28 26 23 10 14 0 27 13 37 11 49 37 17 18 43 42 38 22 20 38 25 37
76 13 60 49 12 18 51 41 51 22 53 30 8 17 38 21 41 47 48 40 29 24 33 16 50 58 65 55 62 31 39 20 48 31 33 27 0 36 34 36 49 26 14 30 42 42 18 6 37 20 10 39
56 39 26 63 25 20 35 40 51 16 27 31 29 37 16 43 35 59 59 21 47 44 9 38 20 37 50 33 44 21 18 25 14 5 5 13 36 0 32 4 41 36 23 11 37 34 41 30 9 40 35 29
44 45 54 32 31 33 19 10 21 21 28 5 28 21 19 23 8 29 28 16 23 22 37 22 30 27 32 27 30 12 18 15 44 30 28 37 34 32 0 35 15 12 27 21 9 8 24 33 25 21 41 8
59 38 24 66 25 19 39 44 55 18 30 34 30 39 20 45 39 63 62 25 50 47 5 40 24 41 54 37 48 24 22 28 13 7 8 11 36 4 35 0 45 39 24 15 41 38 43 31 13 42 35 33
30 60 58 34 46 47 11 11 13 35 25 20 43 35 25 36 9 31 29 20 33 34 48 37 31 18 17 20 18 23 23 30 50 40 38 49 49 41 15 45 0 25 41 32 8 8 38 48 33 34 56 13
55 37 60 28 27 30 31 16 26 22 39 8 22 10 27 12 18 25 25 26 13 11 39 12 40 39 42 38 41 18 26 12 49 33 32 37 26 36 12 39 25 0 23 25 19 19 13 26 32 9 34 20
66 20 47 50 5 8 41 35 46 9 41 23 7 19 26 24 33 47 48 29 31 27 21 18 37 47 56 44 52 20 27 13 36 18 19 17 14 23 27 24 41 23 0 18 35 34 22 9 24 22 16 30
51 37 35 52 21 19 27 30 41 9 24 20 23 28 10 33 25 49 48 14 37 34 17 29 20 32 43 28 38 10 11 16 25 10 7 18 30 11 21 15 32 25 18 0 27 25 32 26 8 30 33 19
37 53 56 31 39 41 15 6 14 29 26 13 36 28 22 30 3 28 27 18 27 27 43 30 31 22 24 23 24 18 20 23 48 36 33 43 42 37 9 41 8 19 35 27 0 3 31 41 30 27 49 9
36 52 54 34 38 39 13 9 17 27 24 13 36 29 19 31 1 31 29 15 29 28 41 30 28 21 24 21 22 16 17 22 45 34 31 42 42 34 8 38 8 19 34 25 3 0 32 40 27 28 48 6
67 30 66 32 24 29 43 28 36 26 50 20 17 5 37 3 31 30 31 37 11 8 42 4 50 51 55 50 54 28 37 17 55 37 37 38 18 41 24 43 38 13 22 32 31 32 0 20 39 4 27 32
73 13 54 51 7 12 49 40 51 18 49 29 5 19 34 23 40 49 50 37 31 27 27 18 46 55 63 52 60 28 35 19 43 25 28 22 6 30 33 31 48 26 9 26 41 40 20 0 33 22 9 37
48 43 29 57 27 24 27 34 44 16 20 25 30 35 9 40 27 54 53 14 44 41 16 36 14 30 42 25 36 15 11 23 19 10 7 20 37 9 25 13 33 32 24 8 30 27 39 33 0 37 39 22
64 32 65 30 24 29 40 25 33 24 47 17 18 4 34 4 27 28 29 33 10 6 41 4 47 48 51 46 50 25 34 15 53 35 35 38 20 40 21 42 34 9 22 30 27 28 4 22 37 0 29 28
81 5 58 58 12 16 56 48 59 25 56 37 13 26 42 30 48 55 57 45 38 34 30 25 52 63 71 60 68 36 43 27 46 30 33 25 10 35 41 35 56 34 16 33 49 48 27 9 39 29 0 45
37 50 48 39 35 35 12 13 22 23 20 12 33 28 14 31 6 35 34 10 31 30 36 30 24 20 26 19 23 11 12 20 40 29 26 37 39 29 8 33 13 20 30 19 9 6 32 37 22 28 45 0
