4 100 40
54 44 67 20 32 8 31 49 25 28 7 12 36 18 25 1 0 40 33 40 38 40 31 22 40 31 37 39 37 36 19 3 66 39 40 49 16 41 32 35
16 70 52 50 29 47 55 10 32 14 38 41 5 48 52 40 40 0 11 53 56 63 13 51 34 26 4 21 8 64 50 42 50 27 57 45 43 16 32 19
27 59 47 45 19 39 44 17 22 5 31 36 6 44 42 33 33 11 0 43 45 52 14 41 25 15 9 13 14 53 40 35 45 19 47 36 33 11 22 10
69 21 41 59 25 42 14 56 23 42 45 51 49 58 20 41 40 53 43 0 7 15 53 23 24 29 51 36 56 20 25 39 41 30 6 22 25 41 22 36
71 16 47 56 29 38 8 59 24 44 44 49 51 55 15 39 38 56 45 7 0 9 55 18 28 32 54 40 57 14 22 36 47 34 3 27 23 45 25 39
78 8 55 57 36 39 9 67 31 50 46 51 58 56 16 41 40 63 52 15 9 0 60 18 36 39 60 47 64 7 22 38 55 42 9 36 25 52 33 47
24 67 60 38 31 38 52 22 31 12 27 30 11 37 47 31 31 13 14 53 55 60 0 46 38 28 10 27 6 60 44 34 58 32 56 50 37 24 34 23
67 23 59 39 30 21 11 57 22 38 28 33 46 38 4 23 22 51 41 23 18 18 46 0 34 31 48 40 50 15 4 20 58 37 21 39 9 44 27 38
47 43 28 58 9 45 31 34 15 26 42 48 30 56 33 40 40 34 25 24 28 36 38 34 0 11 32 14 38 40 35 40 27 7 28 13 29 19 8 16
40 46 37 49 4 37 32 28 10 16 33 39 21 47 31 32 31 26 15 29 32 39 28 31 11 0 23 10 28 41 32 32 36 8 32 23 24 14 7 8
19 67 52 47 26 44 52 13 30 10 34 38 3 46 49 37 37 4 9 51 54 60 10 48 32 23 0 19 7 61 47 39 50 26 55 44 40 16 30 17
34 55 34 55 12 45 41 20 19 16 39 45 18 53 40 39 39 21 13 36 40 47 27 40 14 10 19 0 26 50 41 40 32 7 40 25 34 5 15 5
18 70 58 44 32 44 55 17 34 14 33 36 9 43 51 36 37 8 14 56 57 64 6 50 38 28 7 26 0 64 49 39 56 32 59 50 42 22 35 23
79 9 60 53 39 35 9 68 32 51 43 47 59 51 13 37 36 64 53 20 14 7 60 15 40 41 61 50 64 0 18 34 60 45 15 41 23 54 35 49
66 26 61 36 30 18 14 57 23 37 25 30 45 35 7 20 19 50 40 25 22 22 44 4 35 32 47 41 49 18 0 17 60 38 24 41 8 44 29 38
57 42 68 21 33 6 30 51 25 31 9 14 38 19 22 4 3 42 35 39 36 38 34 20 40 32 39 40 39 34 17 0 66 39 38 49 14 42 33 36
58 61 2 84 34 71 52 45 41 48 68 74 48 83 56 67 66 50 45 41 47 55 58 58 27 36 50 32 56 60 60 66 0 29 46 20 55 35 34 36
41 49 30 56 8 44 36 27 16 20 40 46 24 54 36 39 39 27 19 30 34 42 32 37 7 8 26 7 32 45 38 39 29 0 34 19 31 12 10 9
72 16 46 58 29 41 10 60 26 45 46 51 52 57 17 41 40 57 47 6 3 9 56 21 28 32 55 40 59 15 24 38 46 34 0 27 25 45 26 40
58 42 20 68 20 54 33 44 25 38 53 59 42 67 37 50 49 45 36 22 27 36 50 39 13 23 44 25 50 41 41 49 20 19 27 0 37 29 18 28
58 31 56 35 24 18 17 49 16 30 22 27 38 33 11 17 16 43 33 25 23 25 37 9 29 24 40 34 42 23 8 14 55 31 25 37 0 37 22 31
29 59 37 55 16 47 45 15 23 15 40 45 14 54 44 41 41 16 11 41 45 52 24 44 19 14 16 5 22 54 44 42 35 12 45 29 37 0 20 7
47 40 35 51 4 37 26 34 8 22 35 41 28 49 27 33 32 32 22 22 25 33 34 27 8 7 30 15 35 35 29 33 34 10 26 18 22 20 0 15
33 54 38 50 11 41 40 20 17 12 35 40 15 49 38 35 35 19 10 36 39 47 23 38 16 8 17 5 23 49 38 36 36 9 40 28 31 7 15 0
