4 100 40
59 48 74 14 57 25 43 59 31 38 22 40 33 27 15 14 28 52 12 13 16 65 55 44 34 19 37 16 52 26 0 43 55 58 58 14 64 26 27 16
64 25 39 56 22 39 16 43 23 24 40 21 48 38 52 35 26 10 35 45 36 32 43 3 47 49 40 47 9 19 43 0 31 38 41 40 29 22 17 30
40 56 24 64 15 34 17 13 24 17 38 51 37 33 54 41 27 29 51 49 40 15 15 34 36 49 26 49 30 33 55 31 0 7 10 44 17 30 38 49
35 62 27 66 21 35 23 6 28 21 39 57 36 34 55 44 31 35 55 50 43 19 10 40 35 50 26 50 36 38 58 38 7 0 4 46 22 34 43 53
32 65 30 66 24 35 26 3 30 22 39 60 35 34 55 45 32 39 57 51 43 22 8 44 34 49 25 50 39 40 58 41 10 4 0 47 25 36 45 55
46 51 66 20 49 13 35 47 22 28 8 44 21 14 12 5 18 48 19 6 5 56 42 42 21 10 24 7 47 22 14 40 44 46 47 0 56 19 26 20
56 52 11 76 8 48 22 28 35 29 51 49 53 47 67 52 38 22 58 61 52 5 32 31 52 62 42 62 23 39 64 29 17 22 25 56 0 39 42 55
48 39 49 38 32 17 17 36 6 14 18 32 27 17 31 14 5 29 22 24 14 39 34 25 27 27 22 25 29 6 26 22 30 34 36 19 39 0 13 20
60 27 52 40 35 28 22 46 17 23 27 20 39 28 37 21 18 26 18 30 22 43 44 18 39 35 34 33 25 7 27 17 38 43 45 26 42 13 0 14
63 33 65 29 48 29 34 56 26 33 26 26 39 29 29 17 24 39 5 24 19 56 53 31 39 29 38 26 39 16 16 30 49 53 55 20 55 20 14 0
