4 100 39
54 36 57 31 15 16 42 34 19 48 28 2 0 40 40 44 32 17 48 4 21 24 15 37 38 5 25 11 19 24 35 47 30 55 32 12 9 47 31
15 71 51 51 30 55 13 56 45 37 14 40 40 0 9 4 51 56 40 37 55 47 49 34 37 44 47 40 49 17 43 9 58 48 18 50 49 10 18
16 73 59 46 32 55 21 60 48 45 12 40 40 9 0 10 55 56 48 36 57 42 46 41 44 42 42 37 45 18 49 16 61 56 11 47 49 8 24
11 75 53 54 33 59 14 59 49 39 18 43 44 4 10 0 54 60 42 41 59 50 52 36 39 47 50 43 52 21 46 7 62 49 20 53 53 8 21
64 29 33 62 26 31 44 5 14 32 46 30 32 51 55 54 0 33 29 34 20 55 46 23 21 35 56 42 50 39 12 53 14 33 53 40 33 60 33
70 24 64 38 29 3 57 33 22 58 45 17 17 56 56 60 33 0 57 20 14 32 20 47 46 15 33 23 25 40 41 63 24 62 48 14 8 63 46
50 58 12 75 35 55 29 33 36 4 44 47 48 40 48 42 29 57 0 48 47 68 63 11 11 52 69 56 65 39 18 38 42 9 51 59 54 49 25
51 40 57 29 13 20 40 37 21 48 25 5 4 37 36 41 34 20 48 0 24 22 16 37 38 7 23 9 18 21 36 44 33 55 28 13 13 43 30
69 17 52 49 26 12 52 20 12 49 46 20 21 55 57 59 20 14 47 24 0 42 31 38 37 21 43 31 35 40 30 60 11 51 51 25 17 63 41
57 55 78 8 34 33 54 58 42 68 33 25 24 47 42 50 55 32 68 22 42 0 13 57 58 21 1 14 8 33 58 55 52 76 31 19 26 49 47
61 43 72 19 29 21 54 48 33 63 35 17 15 49 46 52 46 20 63 16 31 13 0 52 53 12 14 10 5 34 50 57 41 70 36 7 14 53 44
45 50 22 64 24 45 24 28 27 12 35 36 37 34 41 36 23 47 11 37 38 57 52 0 4 41 58 45 55 29 12 33 35 19 43 48 43 43 17
49 49 20 66 25 44 27 25 26 12 38 36 38 37 44 39 21 46 11 38 37 58 53 4 0 42 59 46 55 32 9 37 33 18 45 49 43 46 20
57 36 61 28 19 14 46 37 22 52 31 6 5 44 42 47 35 15 52 7 21 21 12 41 42 0 22 10 16 27 39 50 31 59 34 8 7 49 36
57 56 79 7 34 34 54 58 43 68 33 26 25 47 42 50 56 33 69 23 43 1 14 58 59 22 0 14 9 34 58 55 53 76 31 20 27 49 47
52 45 66 21 21 23 45 45 29 56 26 12 11 40 37 43 42 23 56 9 31 14 10 45 46 10 14 0 10 24 45 48 40 63 27 11 15 45 36
60 48 75 14 31 26 54 52 37 65 35 20 19 49 45 52 50 25 65 18 35 8 5 55 55 16 9 10 0 34 54 57 45 73 34 12 19 52 46
31 56 50 39 14 39 21 44 31 38 8 23 24 17 18 21 39 40 39 21 40 33 34 29 32 27 34 24 34 0 35 24 44 47 15 33 33 24 15
56 41 23 65 25 39 34 17 20 20 42 34 35 43 49 46 12 41 18 36 30 58 50 12 9 39 58 45 54 35 0 44 25 22 49 45 39 52 25
13 76 49 60 35 61 10 58 49 34 23 46 47 9 16 7 53 63 38 44 60 55 57 33 37 50 55 48 57 24 44 0 62 45 26 57 56 13 20
72 16 46 58 30 22 54 11 14 45 51 28 30 58 61 62 14 24 42 33 11 52 41 35 33 31 53 40 45 44 25 62 0 45 57 35 27 67 42
56 61 4 83 42 60 36 36 41 11 52 53 55 48 56 49 33 62 9 55 51 76 70 19 18 59 76 63 73 47 22 45 45 0 60 66 60 56 33
27 67 63 35 27 47 28 57 44 50 8 32 32 18 11 20 53 48 51 28 51 31 36 43 45 34 31 27 34 15 49 26 57 60 0 38 40 19 27
62 37 68 25 26 14 53 42 27 60 36 13 12 50 47 53 40 14 59 13 25 19 7 48 49 8 20 11 12 33 45 57 35 66 38 0 8 55 43
63 30 62 32 23 8 51 34 20 55 37 10 9 49 49 53 33 8 54 13 17 26 14 43 43 7 27 15 19 33 39 56 27 60 40 8 0 55 40
9 79 60 53 37 62 21 64 54 46 19 46 47 10 8 8 60 63 49 43 63 49 53 43 46 49 49 45 52 24 52 13 67 56 19 55 55 0 27
31 56 37 53 18 44 12 38 30 24 20 31 31 18 24 21 33 46 25 30 41 47 44 17 20 36 47 36 46 15 25 20 42 33 27 43 40 27 0
