4 100 54
57 32 54 35 54 22 24 15 29 41 22 29 27 30 26 41 31 32 39 0 27 11 10 31 18 11 19 38 10 20 24 29 26 50 39 36 13 17 48 14 45 28 28 36 43 21 13 29 13 39 12 37 34 35
30 58 53 37 28 48 18 42 4 21 32 5 3 4 52 44 38 6 46 27 0 19 30 11 23 27 23 46 33 12 48 27 40 26 27 30 39 43 26 19 46 30 32 12 27 44 39 14 38 13 20 10 13 9
47 40 48 38 44 30 22 24 20 31 18 19 18 21 34 35 27 22 35 11 19 0 18 25 10 17 11 34 15 9 30 30 25 39 29 27 21 25 37 4 39 30 31 29 32 26 23 19 24 29 4 28 24 26
60 35 63 27 57 26 20 19 32 47 31 33 30 34 29 50 40 36 48 10 30 18 0 31 26 4 27 47 18 26 30 23 35 54 46 44 19 21 53 21 54 21 20 37 50 28 11 36 9 42 20 38 39 38
32 63 64 30 31 53 13 46 13 29 41 15 13 13 57 54 47 15 56 31 11 25 31 0 32 27 32 56 39 21 54 21 48 31 38 40 44 48 33 27 56 24 27 7 37 51 41 24 39 19 28 9 22 13
47 40 38 48 44 31 31 27 22 27 9 21 21 24 35 25 17 24 26 18 23 10 26 32 0 26 1 25 16 12 28 39 18 37 22 19 23 27 34 7 29 40 41 34 26 25 30 16 31 30 7 32 23 28
56 39 64 25 54 29 17 22 30 45 32 30 27 31 33 50 41 33 49 11 27 17 4 27 26 0 27 48 20 24 33 19 37 52 45 44 22 24 51 20 54 18 18 33 48 31 14 34 13 39 20 35 37 35
46 40 37 49 43 32 31 28 22 26 10 20 21 23 36 25 17 24 25 19 23 11 27 32 1 27 0 25 17 11 29 40 18 37 21 18 24 28 33 8 28 40 42 34 25 25 31 15 32 29 8 32 22 28
63 41 21 72 60 37 56 38 45 41 17 43 44 46 40 9 9 45 1 38 46 34 47 56 25 48 25 0 30 35 30 64 13 51 28 22 34 37 46 31 12 63 64 57 34 27 45 35 48 49 31 55 41 50
61 25 48 45 58 16 33 11 34 43 16 33 32 35 20 35 25 37 31 10 33 15 18 39 16 20 17 30 0 23 15 38 18 52 37 34 7 12 49 15 39 37 37 43 42 13 16 31 18 43 14 43 37 40
38 48 45 41 35 39 22 33 12 22 21 10 10 13 43 34 27 14 36 20 12 9 26 21 12 24 11 35 23 0 37 32 29 30 22 23 30 34 28 8 37 33 35 23 25 34 32 10 32 20 10 21 15 18
74 13 50 57 71 9 47 13 48 55 23 47 46 50 11 36 28 51 31 24 48 30 30 54 28 33 29 30 15 37 0 52 19 65 47 42 12 11 61 29 41 50 49 58 52 4 22 44 26 57 28 57 50 55
52 57 76 10 51 48 10 41 31 48 47 32 29 31 51 64 56 33 64 29 27 30 23 21 39 19 40 64 38 32 52 0 53 51 53 54 41 43 52 33 67 4 7 27 54 50 32 40 30 38 33 30 39 33
62 30 32 61 59 26 46 25 39 40 9 38 38 41 29 19 10 41 14 26 40 25 35 48 18 37 18 13 18 29 19 53 0 51 30 25 22 25 47 23 23 53 53 51 37 15 33 31 35 46 22 49 38 45
13 77 49 61 9 68 43 62 23 11 44 22 25 22 72 45 45 20 51 50 26 39 54 31 37 52 37 51 52 30 65 51 51 0 24 29 59 63 6 38 45 54 57 26 18 61 62 22 62 14 39 23 16 19
35 59 28 63 32 51 44 48 25 14 24 23 25 25 55 22 23 24 28 39 27 29 46 38 22 45 21 28 37 22 47 53 30 24 0 6 44 48 18 26 23 54 56 36 7 43 51 14 52 24 27 33 17 27
41 54 24 63 38 47 44 44 27 19 19 25 27 28 51 17 17 27 22 36 30 27 44 40 19 44 18 22 34 23 42 54 25 29 6 0 40 44 24 24 18 55 57 39 13 38 48 16 49 29 25 36 21 31
67 19 53 46 64 10 36 4 40 49 22 39 38 42 14 39 29 43 35 13 39 21 19 44 23 22 24 34 7 30 12 41 22 59 44 40 0 5 56 22 43 39 38 49 49 10 13 38 15 49 20 49 44 47
71 16 56 47 69 6 39 2 44 54 26 44 42 46 10 42 33 47 38 17 43 25 21 48 27 24 28 37 12 34 11 43 25 63 48 44 5 0 60 26 47 40 40 52 53 11 12 42 15 54 25 53 48 51
19 73 43 62 15 65 43 60 23 7 39 22 25 22 69 39 40 20 45 48 26 37 53 33 34 51 33 46 49 28 61 52 47 6 18 24 56 60 0 35 39 55 58 29 12 58 60 19 60 15 36 25 15 20
46 40 44 42 43 31 25 25 19 28 15 18 17 21 35 32 23 22 32 14 19 4 21 27 7 20 8 31 15 8 29 33 23 38 26 24 22 26 35 0 35 33 34 30 30 26 26 17 27 28 2 29 22 26
57 52 10 76 54 48 59 47 44 36 23 42 44 44 51 5 14 44 11 45 46 39 54 56 29 54 28 12 39 37 41 67 23 45 23 18 43 47 39 35 0 68 69 56 28 38 54 33 56 46 35 53 38 48
55 55 77 9 54 46 12 38 33 50 47 34 31 33 49 64 56 35 64 28 30 30 21 24 40 18 40 63 37 33 50 4 53 54 54 55 39 40 55 33 68 0 4 30 56 48 30 41 27 41 33 33 42 36
58 54 78 8 57 45 15 38 35 52 48 37 34 36 48 66 57 38 65 28 32 31 20 27 41 18 42 64 37 35 49 7 53 57 56 57 38 40 58 34 69 4 0 33 58 48 29 43 26 44 34 36 44 39
26 67 63 36 24 58 19 51 13 26 43 15 13 12 62 54 49 13 57 36 12 29 37 7 34 33 34 57 43 23 58 27 51 26 36 39 49 52 29 30 56 30 33 0 34 55 46 24 45 14 31 4 19 10
30 65 32 64 27 57 44 53 24 9 30 22 25 24 61 28 29 22 34 43 27 32 50 37 26 48 25 34 42 25 52 54 37 18 7 13 49 53 12 30 28 56 58 34 0 49 55 15 56 21 31 30 15 25
71 16 47 55 68 11 45 13 45 51 19 44 43 46 14 34 25 47 28 21 44 26 28 51 25 31 25 27 13 34 4 50 15 61 43 38 10 11 58 26 38 48 48 55 49 0 22 40 25 53 25 54 47 51
68 26 64 36 66 17 31 10 41 53 31 41 39 42 20 50 40 44 46 13 39 23 11 41 30 14 31 45 16 32 22 32 33 62 51 48 13 12 60 26 54 30 29 46 55 22 0 42 4 51 25 47 46 47
31 55 40 49 28 47 30 41 12 12 23 9 12 12 51 31 27 12 35 29 14 19 36 24 16 34 15 35 31 10 44 40 31 22 14 16 38 42 19 17 33 41 43 24 15 40 42 0 42 15 18 21 7 16
68 29 66 33 65 20 29 13 40 54 33 40 38 42 22 52 42 43 49 13 38 24 9 39 31 13 32 48 18 32 26 30 35 62 52 49 15 15 60 27 56 27 26 45 56 25 4 42 0 50 25 46 46 46
18 68 51 48 16 58 30 52 10 13 38 10 13 9 63 45 41 7 49 39 13 29 42 19 30 39 29 49 43 20 57 38 46 14 24 29 49 54 15 28 46 41 44 14 21 53 51 15 50 0 29 10 9 6
47 39 45 42 44 30 25 24 21 30 14 20 19 22 34 32 23 23 31 12 20 4 20 28 7 20 8 31 14 10 28 33 22 39 27 25 20 25 36 2 35 33 34 31 31 25 25 18 25 29 0 30 24 27
23 67 60 39 22 58 22 51 11 22 41 12 12 9 62 51 46 10 55 37 10 28 38 9 32 35 32 55 43 21 57 30 49 23 33 36 49 53 25 29 53 33 36 4 30 54 47 21 46 10 30 0 16 6
25 61 44 49 22 53 30 47 9 9 30 8 11 9 57 37 33 8 41 34 13 24 39 22 23 37 22 41 37 15 50 39 38 16 17 21 44 48 15 22 38 42 44 19 15 47 46 7 46 9 24 16 0 10
22 65 54 43 20 56 25 49 7 17 37 8 9 5 60 46 42 5 49 35 9 26 38 13 28 35 28 50 40 18 55 33 45 19 27 31 47 51 20 26 48 36 39 10 25 51 47 16 46 6 27 6 10 0
