4 100 50
85 0 60 60 28 60 33 49 58 73 48 46 45 60 75 50 55 50 13 62 15 77 30 62 80 61 49 69 51 58 55 18 52 52 49 55 70 61 52 72 57 24 65 28 42 70 39 51 44 58
60 60 0 85 65 8 32 25 5 54 38 72 36 25 62 66 51 12 57 56 49 53 45 60 61 82 18 52 75 44 29 59 62 20 13 48 38 57 78 59 47 57 71 42 60 42 24 36 60 32
60 60 85 0 34 80 58 61 81 51 48 16 50 65 45 20 39 76 50 38 53 57 45 33 52 5 68 49 12 47 59 44 24 66 75 41 64 36 10 45 44 39 23 49 26 60 65 51 26 58
68 28 65 34 0 62 34 45 61 56 37 19 36 54 55 24 37 55 17 42 22 61 21 40 61 34 49 52 24 44 48 11 28 50 53 38 59 41 24 52 41 9 40 24 19 57 42 41 20 49
54 60 8 80 62 0 29 19 5 47 32 67 30 18 55 61 44 12 55 49 48 46 41 53 54 76 13 45 70 38 22 56 56 14 12 42 30 50 73 52 40 54 65 39 55 35 22 30 55 26
57 33 32 58 34 29 0 17 28 47 20 43 16 27 51 40 33 21 26 40 20 49 15 42 54 56 16 43 47 32 23 28 38 19 19 31 39 40 50 47 32 26 50 11 33 40 8 22 33 27
44 49 25 61 45 19 17 0 20 35 14 48 12 11 41 42 27 18 41 33 35 35 25 36 42 58 9 32 51 22 8 42 38 5 17 24 23 33 55 38 23 38 47 24 37 25 14 12 36 12
58 58 5 81 61 5 28 20 0 51 34 67 32 22 59 62 47 9 53 52 46 50 41 56 58 78 13 49 71 40 25 55 58 16 9 44 35 53 74 55 43 53 67 38 56 39 20 32 56 29
13 73 54 51 56 47 47 35 51 0 27 46 31 30 9 37 19 52 62 15 59 7 44 19 8 46 43 5 46 16 28 59 31 38 51 19 19 17 50 7 17 53 28 46 38 14 47 25 37 24
38 48 38 48 37 32 20 14 34 27 0 36 5 19 32 29 14 31 38 21 33 30 19 23 34 44 22 23 38 12 12 36 25 19 30 12 24 21 42 27 12 31 34 20 24 22 23 4 24 12
58 46 72 16 19 67 43 48 67 46 36 0 37 54 43 10 30 62 34 32 37 52 29 28 50 15 55 43 5 38 48 29 16 53 61 32 55 30 8 41 35 24 24 33 12 52 50 39 13 47
42 45 36 50 36 30 16 12 32 31 5 37 0 19 36 31 18 28 35 24 30 33 16 27 38 47 19 27 40 16 12 34 27 17 26 15 26 25 44 32 16 29 37 17 25 25 19 7 25 14
37 60 25 65 54 18 27 11 22 30 19 54 19 0 38 47 28 23 51 32 45 29 34 36 37 61 15 27 56 20 7 51 42 10 22 25 14 33 60 34 23 47 48 33 42 18 23 15 42 8
15 75 62 45 55 55 51 41 59 9 32 43 36 38 0 34 21 59 64 14 61 14 46 16 7 40 50 11 42 21 35 60 29 45 58 22 27 15 45 5 20 54 22 49 37 22 53 31 36 31
48 50 66 20 24 61 40 42 62 37 29 10 31 47 34 0 21 58 38 23 39 43 27 19 41 16 49 34 10 29 40 32 6 47 56 23 47 21 14 32 26 26 16 32 9 43 46 32 8 39
32 55 51 39 37 44 33 27 47 19 14 30 18 28 21 21 0 44 44 8 41 24 26 10 25 34 35 15 30 9 23 40 15 31 43 3 26 7 34 17 6 34 21 29 20 23 36 15 19 20
60 50 12 76 55 12 21 18 9 52 31 62 28 23 59 58 44 0 45 50 38 51 34 53 59 73 10 49 66 39 25 48 54 14 2 42 37 51 69 55 41 46 64 31 51 40 13 30 51 28
74 13 57 50 17 55 26 41 53 62 38 34 35 51 64 38 44 45 0 50 8 66 19 50 68 49 42 58 39 48 46 7 39 45 44 44 60 49 41 60 46 12 53 19 30 60 34 41 32 48
26 62 56 38 42 49 40 33 52 15 21 32 24 32 14 23 8 50 50 0 48 21 33 5 19 33 41 11 31 12 27 46 17 37 49 9 27 2 36 10 10 40 17 36 24 22 43 21 23 24
71 15 49 53 22 48 20 35 46 59 33 37 30 45 61 39 41 38 8 48 0 62 15 48 65 52 36 54 42 44 40 12 39 38 37 40 55 47 44 57 42 14 53 13 31 55 27 36 32 43
9 77 53 57 61 46 49 35 50 7 30 52 33 29 14 43 24 51 66 21 62 0 47 24 9 52 42 10 52 19 28 63 37 37 50 23 16 23 56 13 21 57 34 49 44 11 48 27 42 24
56 30 45 45 21 41 15 25 41 44 19 29 16 34 46 27 26 34 19 33 15 47 0 33 50 43 28 39 34 29 28 18 27 29 33 25 42 32 37 42 27 14 40 5 19 41 22 22 20 30
30 62 60 33 40 53 42 36 56 19 23 28 27 36 16 19 10 53 50 5 48 24 33 0 22 29 44 16 28 16 31 45 13 40 52 12 31 3 32 13 14 39 13 37 22 27 45 24 20 28
8 80 61 52 61 54 54 42 58 8 34 50 38 37 7 41 25 59 68 19 65 9 50 22 0 47 50 12 49 23 35 65 35 45 58 25 25 21 52 9 24 59 29 53 43 20 54 32 42 31
55 61 82 5 34 76 56 58 78 46 44 15 47 61 40 16 34 73 49 33 52 52 43 29 47 0 65 44 10 43 55 44 20 63 72 37 59 31 10 40 39 39 18 47 24 55 62 47 23 54
51 49 18 68 49 13 16 9 13 43 22 55 19 15 50 49 35 10 42 41 36 42 28 44 50 65 0 39 58 30 16 44 45 6 9 32 29 42 61 46 32 41 55 26 43 32 10 20 43 20
17 69 52 49 52 45 43 32 49 5 23 43 27 27 11 34 15 49 58 11 54 10 39 16 12 44 39 0 42 12 25 55 28 35 48 15 18 13 47 7 13 49 26 42 34 13 43 21 33 21
56 51 75 12 24 70 47 51 71 46 38 5 40 56 42 10 30 66 39 31 42 52 34 28 49 10 58 42 0 39 50 34 16 56 64 33 56 29 5 40 36 29 21 38 15 52 54 42 15 49
27 58 44 47 44 38 32 22 40 16 12 38 16 20 21 29 9 39 48 12 44 19 29 16 23 43 30 12 39 0 16 45 24 25 38 7 18 13 43 17 4 39 28 31 28 15 33 11 26 13
37 55 29 59 48 22 23 8 25 28 12 48 12 7 35 40 23 25 46 27 40 28 28 31 35 55 16 25 50 16 0 45 35 11 23 20 16 28 54 31 18 41 43 28 36 17 21 9 35 5
71 18 59 44 11 56 28 42 55 59 36 29 34 51 60 32 40 48 7 46 12 63 18 45 65 44 44 55 34 45 45 0 34 46 47 40 59 45 35 56 43 7 48 18 25 58 36 40 26 47
43 52 62 24 28 56 38 38 58 31 25 16 27 42 29 6 15 54 39 17 39 37 27 13 35 20 45 28 16 24 35 34 0 43 53 18 41 15 20 26 20 28 14 31 10 37 43 28 9 34
46 52 20 66 50 14 19 5 16 38 19 53 17 10 45 47 31 14 45 37 38 37 29 40 45 63 6 35 56 25 11 46 43 0 14 29 24 38 60 41 27 42 52 28 42 26 14 17 41 14
59 49 13 75 53 12 19 17 9 51 30 61 26 22 58 56 43 2 44 49 37 50 33 52 58 72 9 48 64 38 23 47 53 14 0 40 36 50 68 54 40 45 63 30 49 39 12 28 49 28
31 55 48 41 38 42 31 24 44 19 12 32 15 25 22 23 3 42 44 9 40 23 25 12 25 37 32 15 33 7 20 40 18 29 40 0 24 10 37 17 3 34 24 28 22 20 34 13 21 18
24 70 38 64 59 30 39 23 35 19 24 55 26 14 27 47 26 37 60 27 55 16 42 31 25 59 29 18 56 18 16 59 41 24 36 24 0 29 60 25 21 54 43 43 45 5 36 20 44 13
28 61 57 36 41 50 40 33 53 17 21 30 25 33 15 21 7 51 49 2 47 23 32 3 21 31 42 13 29 13 28 45 15 38 50 10 29 0 34 12 11 39 15 36 22 24 43 22 21 25
60 52 78 10 24 73 50 55 74 50 42 8 44 60 45 14 34 69 41 36 44 56 37 32 52 10 61 47 5 43 54 35 20 60 68 37 60 34 0 44 40 30 24 40 19 56 57 46 19 53
17 72 59 45 52 52 47 38 55 7 27 41 32 34 5 32 17 55 60 10 57 13 42 13 9 40 46 7 40 17 31 56 26 41 54 17 25 12 44 0 16 50 22 45 34 20 49 27 33 27
29 57 47 44 41 40 32 23 43 17 12 35 16 23 20 26 6 41 46 10 42 21 27 14 24 39 32 13 36 4 18 43 20 27 40 3 21 11 40 16 0 37 25 30 25 17 34 12 24 15
65 24 57 39 9 54 26 38 53 53 31 24 29 47 54 26 34 46 12 40 14 57 14 39 59 39 41 49 29 39 41 7 28 42 45 34 54 39 30 50 37 0 41 15 19 52 34 34 20 42
37 65 71 23 40 65 50 47 67 28 34 24 37 48 22 16 21 64 53 17 53 34 40 13 29 18 55 26 21 28 43 48 14 52 63 24 43 15 24 22 25 41 0 44 23 39 55 35 22 40
58 28 42 49 24 39 11 24 38 46 20 33 17 33 49 32 29 31 19 36 13 49 5 37 53 47 26 42 38 31 28 18 31 28 30 28 43 36 40 45 30 15 44 0 24 42 19 24 24 30
50 42 60 26 19 55 33 37 56 38 24 12 25 42 37 9 20 51 30 24 31 44 19 22 43 24 43 34 15 28 36 25 10 42 49 22 45 22 19 34 25 19 23 24 0 42 39 28 2 36
20 70 42 60 57 35 40 25 39 14 22 52 25 18 22 43 23 40 60 22 55 11 41 27 20 55 32 13 52 15 17 58 37 26 39 20 5 24 56 20 17 52 39 42 42 0 38 19 41 14
57 39 24 65 42 22 8 14 20 47 23 50 19 23 53 46 36 13 34 43 27 48 22 45 54 62 10 43 54 33 21 36 43 14 12 34 36 43 57 49 34 34 55 19 39 38 0 23 39 25
36 51 36 51 41 30 22 12 32 25 4 39 7 15 31 32 15 30 41 21 36 27 22 24 32 47 20 21 42 11 9 40 28 17 28 13 20 22 46 27 12 34 35 24 28 19 23 0 27 8
49 44 60 26 20 55 33 36 56 37 24 13 25 42 36 8 19 51 32 23 32 42 20 20 42 23 43 33 15 26 35 26 9 41 49 21 44 21 19 33 24 20 22 24 2 41 39 27 0 35
32 58 32 58 49 26 27 12 29 24 12 47 14 8 31 39 20 28 48 24 43 24 30 28 31 54 20 21 49 13 5 47 34 14 28 18 13 25 53 27 15 42 40 30 36 14 25 8 35 0
