4 100 43
45 45 29 57 25 51 41 24 41 16 38 24 11 17 29 0 39 20 36 22 34 19 31 30 34 38 26 26 22 34 11 22 30 37 37 8 38 23 22 24 13 29 19
73 18 61 44 22 38 24 27 64 37 66 56 29 35 55 39 0 44 50 21 13 33 61 36 65 65 54 15 47 31 49 53 63 32 11 45 59 59 18 47 51 28 21
30 56 45 45 39 39 35 39 23 8 23 14 19 9 13 20 44 0 18 23 44 11 18 17 22 22 11 36 4 24 22 39 21 25 46 17 19 37 27 5 27 20 31
28 65 62 34 51 31 32 53 18 22 24 25 33 22 16 36 50 18 0 31 54 21 24 14 26 21 19 47 17 21 39 56 29 21 56 34 13 54 37 15 44 22 43
52 34 49 39 21 32 20 25 44 16 45 35 11 14 35 22 21 23 31 0 23 13 41 19 44 45 33 16 27 18 31 41 43 20 25 27 40 44 7 27 34 13 14
74 12 52 54 12 48 34 16 67 37 67 55 27 36 56 34 13 44 54 23 0 35 61 41 64 66 54 9 48 38 44 45 62 40 3 41 62 52 18 49 44 34 15
40 46 47 39 31 33 25 33 32 6 34 24 13 4 23 19 33 11 21 13 35 0 29 12 32 33 22 27 15 16 26 40 32 18 37 21 28 41 18 15 30 11 23
14 73 48 57 54 53 51 54 13 25 8 8 35 27 9 31 61 18 24 41 61 29 0 32 4 9 8 53 15 40 27 45 6 41 64 25 15 39 45 15 32 37 47
39 51 58 29 40 23 20 42 30 15 34 29 23 14 24 30 36 17 14 19 41 12 32 0 35 32 25 34 19 9 36 52 36 10 43 31 25 51 25 18 41 8 32
13 76 49 60 57 56 54 57 14 28 7 10 38 30 11 34 65 22 26 44 64 32 4 35 0 9 11 56 18 43 29 46 6 44 67 27 16 40 48 18 33 41 50
8 78 56 55 60 52 52 61 6 29 3 16 40 31 10 38 65 22 21 45 66 33 9 32 9 0 13 58 19 40 35 53 13 41 68 33 10 47 49 18 40 39 53
20 66 46 51 48 47 44 48 16 18 13 6 28 19 5 26 54 11 19 33 54 22 8 25 11 13 0 46 7 32 24 42 12 34 56 21 14 37 38 8 29 30 40
66 20 46 51 8 44 31 13 59 29 58 46 18 28 48 26 15 36 47 16 9 27 53 34 56 58 46 0 39 32 36 39 54 35 12 33 54 45 10 40 37 28 7
27 59 45 47 42 42 38 43 20 11 20 11 22 13 9 22 47 4 17 27 48 15 15 19 18 19 7 39 0 27 22 40 18 28 50 18 17 37 31 3 27 24 34
47 47 63 23 39 17 12 42 38 21 42 37 26 19 32 34 31 24 21 18 38 16 40 9 43 40 32 32 27 0 42 56 44 3 39 37 32 57 24 26 46 6 31
41 55 24 64 34 58 49 32 38 21 34 20 21 23 28 11 49 22 39 31 44 26 27 36 29 35 24 36 22 42 0 19 24 44 47 5 37 16 31 24 6 36 29
58 54 8 78 34 72 61 29 57 37 52 38 31 38 46 22 53 39 56 41 45 40 45 52 46 53 42 39 40 56 19 0 41 58 48 23 55 10 39 42 14 50 33
18 74 44 62 54 58 55 54 19 27 12 8 36 29 13 30 63 21 29 43 62 32 6 36 6 13 12 54 18 44 24 41 0 45 65 24 20 35 46 18 28 41 48
48 49 65 21 41 15 12 44 38 23 42 38 28 21 33 37 32 25 21 20 40 18 41 10 44 41 34 35 28 3 44 58 45 0 41 39 32 59 26 27 48 9 33
76 10 55 54 15 48 34 19 69 39 69 57 29 38 58 37 11 46 56 25 3 37 64 43 67 68 56 12 50 39 47 48 65 41 0 44 64 55 20 51 47 35 18
39 52 28 59 32 53 45 31 36 16 32 18 17 18 25 8 45 17 34 27 41 21 25 31 27 33 21 33 18 37 5 23 24 39 44 0 34 21 28 20 10 31 26
16 73 59 46 57 43 44 58 6 26 12 19 38 27 10 38 59 19 13 40 62 28 15 25 16 10 14 54 17 32 37 55 20 32 64 34 0 51 45 15 42 32 49
51 61 9 79 41 73 64 37 51 37 46 33 34 38 42 23 59 37 54 44 52 41 39 51 40 47 37 45 37 57 16 10 35 59 55 21 51 0 43 39 11 51 39
57 29 47 44 16 37 24 19 50 20 50 39 12 19 39 22 18 27 37 7 18 18 45 25 48 49 38 10 31 24 31 39 46 26 20 28 45 43 0 32 34 18 8
26 60 48 45 43 40 37 44 19 12 19 12 23 13 8 24 47 5 15 27 49 15 15 18 18 18 8 40 3 26 24 42 18 27 51 20 15 39 32 0 30 23 35
45 55 18 69 34 63 53 31 44 26 39 24 24 27 33 13 51 27 44 34 44 30 32 41 33 40 29 37 27 46 6 14 28 48 47 10 42 11 34 30 0 41 31
47 44 57 29 34 22 15 37 37 16 40 34 20 14 30 29 28 20 22 13 34 11 37 8 41 39 30 28 24 6 36 50 41 9 35 31 32 51 18 23 41 0 26
60 27 41 51 9 45 32 12 53 24 53 40 13 23 43 19 21 31 43 14 15 23 47 32 50 53 40 7 34 31 29 33 48 33 18 26 49 39 8 35 31 26 0
