4 100 46
42 49 28 58 31 24 22 27 20 42 6 28 43 41 29 27 34 20 14 33 40 37 9 23 25 26 33 9 6 20 14 0 34 36 9 29 33 15 34 44 26 25 36 15 17 38
49 44 61 25 17 16 41 30 48 13 29 30 10 34 32 31 5 16 46 39 31 15 42 27 46 21 28 25 30 17 44 34 0 16 30 41 17 28 22 11 34 25 10 38 18 16
36 59 64 26 6 13 50 20 54 9 31 42 16 49 21 21 20 26 50 51 46 30 44 19 38 13 42 29 33 27 49 36 16 0 29 53 4 37 37 16 24 37 26 34 24 2
35 52 35 52 24 17 29 19 28 35 4 31 38 43 21 19 30 19 22 37 42 36 16 15 21 18 35 9 9 19 23 9 30 29 0 35 26 19 34 38 19 27 34 11 14 30
70 25 37 64 49 42 8 52 21 53 31 14 50 21 54 52 38 27 26 8 22 33 27 47 53 47 19 28 27 26 21 29 41 53 35 0 51 17 24 51 52 17 36 44 30 53
34 59 61 30 3 10 48 17 51 13 27 41 19 48 18 18 21 24 47 50 46 31 41 15 35 9 41 26 30 25 46 33 17 4 26 51 0 35 36 19 21 36 27 30 21 5
54 34 36 52 32 26 14 35 21 39 15 13 38 26 37 35 26 13 21 19 25 26 19 30 39 30 19 11 11 12 17 15 28 37 19 17 35 0 20 39 36 10 26 29 14 38
65 23 54 42 35 30 27 45 39 34 31 11 29 13 47 45 18 17 40 19 10 10 38 40 54 37 7 26 29 16 36 34 22 37 34 24 36 20 0 30 47 10 14 45 21 37
51 51 71 15 20 22 51 35 59 7 38 39 1 42 35 36 14 27 56 48 39 22 51 32 52 26 37 35 39 27 54 44 11 16 38 51 19 39 30 0 39 35 18 45 27 15
18 68 49 50 20 19 47 5 45 33 22 47 39 58 5 4 37 31 38 54 56 45 33 8 15 14 50 25 26 32 40 26 34 24 19 52 21 36 47 39 0 42 42 14 27 25
60 26 45 48 34 28 18 40 29 37 24 6 34 17 43 41 21 13 31 15 15 17 29 35 47 34 9 19 20 12 26 25 25 37 27 17 36 10 10 35 42 0 19 38 16 38
58 35 61 29 26 23 37 39 47 22 32 23 17 25 40 39 6 16 46 32 22 5 43 34 52 30 20 27 31 17 43 36 10 26 34 36 27 26 14 18 42 19 0 44 20 26
28 63 35 59 28 24 37 17 33 41 14 42 45 54 18 16 40 29 26 47 52 46 20 15 10 21 46 19 18 29 28 15 38 34 11 44 30 29 45 45 14 38 44 0 25 35
44 42 44 42 20 13 27 25 32 26 13 22 27 32 27 25 17 5 29 30 30 22 25 20 34 18 24 9 13 5 27 17 18 24 14 30 21 14 21 27 27 16 20 25 0 25
37 60 65 25 8 14 51 21 55 9 32 43 15 49 22 22 21 26 51 52 47 31 46 20 39 14 43 31 35 27 50 38 16 2 30 53 5 38 37 15 25 38 26 35 25 0
