4 100 47
42 52 62 25 29 58 7 38 18 36 41 16 27 33 28 11 25 18 28 42 32 14 8 7 40 5 41 28 29 40 11 11 0 32 15 13 26 26 18 45 42 11 42 29 44 38 13
54 34 36 52 10 32 31 48 18 39 28 41 23 38 10 41 8 41 45 12 34 35 37 25 10 35 26 6 28 27 42 41 32 0 17 30 7 32 26 18 21 34 27 16 13 11 26
44 43 48 38 15 44 15 39 8 33 31 25 21 30 15 25 11 26 33 28 28 20 20 9 26 19 30 14 23 30 26 25 15 17 0 17 12 26 14 30 29 20 31 17 30 24 11
53 42 64 23 32 60 19 50 23 46 47 28 17 43 22 21 22 30 40 37 42 26 20 14 35 11 47 24 38 46 17 22 13 30 17 0 27 14 27 46 45 5 47 33 41 39 22
48 39 38 49 6 34 25 42 12 34 25 35 24 32 12 35 7 35 39 19 29 29 31 20 17 30 23 8 23 24 37 35 26 7 12 27 0 32 19 20 20 30 25 11 20 13 20
66 32 67 30 37 64 32 62 33 57 55 42 10 55 22 35 25 43 53 35 53 39 34 26 34 25 54 26 48 54 29 35 26 32 26 14 32 0 38 49 51 18 55 41 39 42 33
30 56 48 42 18 44 11 26 9 20 25 17 34 17 28 22 23 17 20 37 16 11 17 13 36 22 25 25 12 24 27 21 18 26 14 27 19 38 0 33 28 27 25 15 38 28 6
53 47 19 68 16 15 41 47 27 37 19 49 40 37 27 52 25 49 49 21 33 43 48 38 21 49 16 24 28 18 55 52 45 18 30 46 20 49 33 0 8 49 18 18 18 8 35
46 52 20 66 14 17 38 41 25 30 11 45 42 31 30 49 26 44 43 26 27 39 44 36 26 46 9 26 22 11 53 49 42 21 29 45 20 51 28 8 0 48 10 14 24 11 32
52 47 67 19 35 63 18 49 25 45 49 26 22 43 27 17 26 27 38 42 42 24 17 14 40 8 49 29 38 48 12 18 11 34 20 5 30 18 27 49 48 0 49 35 45 42 22
37 61 25 66 19 23 36 32 25 22 1 40 47 23 36 46 32 39 36 35 19 35 42 36 34 46 2 32 15 2 52 46 42 27 31 47 25 55 25 18 10 49 0 15 33 19 30
39 50 34 53 6 30 24 33 11 24 15 32 34 23 23 35 18 31 32 27 19 25 31 23 25 33 14 19 13 14 39 35 29 16 17 33 11 41 15 18 14 35 15 0 26 14 18
65 30 32 64 21 29 44 59 31 50 34 54 29 49 19 54 20 54 57 5 45 48 50 38 6 47 32 17 39 33 54 54 44 13 30 41 20 39 38 18 24 45 33 26 0 15 39
51 42 26 61 10 22 35 46 21 36 20 44 33 35 20 46 18 44 45 17 31 38 42 31 16 42 18 17 25 19 49 46 38 11 24 39 13 42 28 8 11 42 19 14 15 0 29
34 53 51 37 20 48 7 30 9 25 29 16 30 22 26 18 21 16 22 37 20 10 13 9 35 17 30 24 17 28 23 17 13 26 11 22 20 33 6 35 32 22 30 18 39 29 0
