4 100 45
85 0 60 60 50 56 50 70 53 44 56 41 72 32 49 57 72 41 37 58 55 69 59 36 14 48 45 25 29 51 40 48 36 56 48 60 74 36 60 35 68 31 58 41 30
60 60 0 85 54 64 59 45 48 19 13 21 62 42 13 5 55 47 25 73 75 65 24 57 49 41 59 37 33 15 53 18 42 71 70 54 53 50 26 55 31 65 66 45 60
60 60 85 0 33 25 28 57 40 69 73 70 42 46 74 81 49 39 66 15 11 35 66 31 56 45 27 63 60 71 33 68 45 16 16 38 53 37 65 33 67 31 24 41 33
38 50 54 33 0 10 6 28 8 39 42 42 23 22 44 50 24 12 39 20 22 19 34 16 39 13 10 41 36 40 11 37 19 18 19 11 27 15 32 17 35 27 13 12 24
39 56 64 25 10 0 8 32 16 49 51 51 20 31 54 60 26 21 48 11 15 14 42 21 47 23 12 50 45 50 18 47 28 10 15 14 30 23 41 22 43 29 3 22 28
42 50 59 28 6 8 0 32 13 43 46 45 25 24 48 55 28 14 42 15 17 20 39 14 40 18 5 43 38 45 11 41 21 13 14 15 32 16 38 15 41 24 9 15 22
18 70 45 57 28 32 32 0 21 39 33 44 20 38 41 43 11 31 43 42 47 25 21 42 57 23 37 52 46 35 36 34 35 42 46 19 9 38 19 42 15 53 34 31 49
33 53 48 40 8 16 13 21 0 35 36 38 21 22 39 44 20 13 36 26 29 19 27 22 41 9 17 40 34 34 16 32 18 25 26 9 22 18 25 22 28 33 18 13 29
56 44 19 69 39 49 43 39 35 0 12 5 53 24 6 14 47 30 8 57 59 53 20 39 32 27 43 20 15 8 36 5 25 56 53 42 46 32 22 37 30 47 51 29 41
50 56 13 73 42 51 46 33 36 12 0 17 50 32 10 10 43 35 19 61 63 52 12 46 43 29 47 32 27 5 42 8 31 59 58 42 42 39 14 44 21 55 53 34 50
61 41 21 70 42 51 45 44 38 5 17 0 57 25 9 17 51 32 5 60 60 57 25 40 29 30 44 17 13 13 37 10 26 58 54 46 51 33 27 38 35 46 54 30 41
20 72 62 42 23 20 25 20 21 53 50 57 0 42 56 59 10 32 55 28 33 7 39 38 61 28 30 60 54 50 33 49 39 28 35 13 14 37 37 39 34 48 20 33 46
54 32 42 46 22 31 24 38 22 24 32 25 42 0 30 38 40 11 20 37 37 40 31 16 20 16 21 19 15 29 14 25 4 35 31 30 42 9 31 14 38 23 33 10 18
58 49 13 74 44 54 48 41 39 6 10 9 56 30 0 9 49 35 13 63 64 57 20 45 37 31 48 25 21 7 42 8 30 61 59 46 49 38 22 43 30 52 56 34 47
59 57 5 81 50 60 55 43 44 14 10 17 59 38 9 0 52 42 21 69 71 62 22 53 45 37 55 32 29 10 49 14 38 67 66 51 51 45 24 51 30 60 62 41 55
14 72 55 49 24 26 28 11 20 47 43 51 10 40 49 52 0 32 50 35 40 16 31 40 60 25 33 57 51 44 34 43 37 35 40 13 5 37 29 40 26 51 26 32 48
45 41 47 39 12 21 14 31 13 30 35 32 32 11 35 42 32 0 28 28 29 30 30 13 29 10 13 30 25 32 7 29 7 26 24 20 34 7 29 11 34 24 23 2 19
61 37 25 66 39 48 42 43 36 8 19 5 55 20 13 21 50 28 0 56 56 55 26 36 25 28 41 13 9 15 34 12 22 54 50 43 50 29 27 34 36 42 50 27 37
47 58 73 15 20 11 15 42 26 57 61 60 28 37 63 69 35 28 56 0 6 21 52 23 51 32 16 55 51 59 23 56 35 2 11 24 39 28 51 26 53 29 9 30 29
52 55 75 11 22 15 17 47 29 59 63 60 33 37 64 71 40 29 56 6 0 26 55 22 49 35 16 55 51 61 23 57 35 5 7 28 44 28 54 24 56 25 14 30 27
27 69 65 35 19 14 20 25 19 53 52 57 7 40 57 62 16 30 55 21 26 0 42 33 58 28 25 58 53 52 29 50 36 21 28 12 20 34 40 34 39 43 14 30 41
38 59 24 66 34 42 39 21 27 20 12 25 39 31 20 22 31 30 26 52 55 42 0 42 46 22 41 37 31 14 36 15 29 51 51 31 30 35 2 40 10 52 44 28 47
54 36 57 31 16 21 14 42 22 39 46 40 38 16 45 53 40 13 36 23 22 33 42 0 28 22 9 33 30 43 7 39 15 21 15 27 43 8 41 3 47 12 22 14 8
73 14 49 56 39 47 40 57 41 32 43 29 61 20 37 45 60 29 25 51 49 58 46 28 0 35 36 13 17 39 30 35 23 49 42 49 61 25 47 26 55 26 49 29 23
38 48 41 45 13 23 18 23 9 27 29 30 28 16 31 37 25 10 28 32 35 28 22 22 35 0 20 32 26 27 16 24 13 31 31 17 27 16 21 21 26 33 25 9 28
47 45 59 27 10 12 5 37 17 43 47 44 30 21 48 55 33 13 41 16 16 25 41 9 36 20 0 40 36 45 8 42 19 14 11 20 36 13 40 11 44 19 13 15 17
69 25 37 63 41 50 43 52 40 20 32 17 60 19 25 32 57 30 13 55 55 58 37 33 13 32 40 0 7 28 33 24 23 53 48 48 58 28 38 31 47 35 52 29 31
62 29 33 60 36 45 38 46 34 15 27 13 54 15 21 29 51 25 9 51 51 53 31 30 17 26 36 7 0 23 29 19 18 50 45 42 51 24 32 28 40 34 47 24 29
51 51 15 71 40 50 45 35 34 8 5 13 50 29 7 10 44 32 15 59 61 52 14 43 39 27 45 28 23 0 39 5 28 57 56 41 43 36 16 41 24 52 52 31 46
48 40 53 33 11 18 11 36 16 36 42 37 33 14 42 49 34 7 34 23 23 29 36 7 30 16 8 33 29 39 0 35 12 21 18 22 37 5 36 6 41 18 20 9 14
51 48 18 68 37 47 41 34 32 5 8 10 49 25 8 14 43 29 12 56 57 50 15 39 35 24 42 24 19 5 35 0 24 54 52 39 42 32 17 37 25 48 49 27 42
50 36 42 45 19 28 21 35 18 25 31 26 39 4 30 38 37 7 22 35 35 36 29 15 23 13 19 23 18 28 12 24 0 33 29 26 39 8 29 14 35 24 30 7 19
47 56 71 16 18 10 13 42 25 56 59 58 28 35 61 67 35 26 54 2 5 21 51 21 49 31 14 53 50 57 21 54 33 0 9 23 39 26 50 24 52 27 9 28 27
53 48 70 16 19 15 14 46 26 53 58 54 35 31 59 66 40 24 50 11 7 28 51 15 42 31 11 48 45 56 18 52 29 9 0 28 44 22 51 18 54 19 15 25 20
27 60 54 38 11 14 15 19 9 42 42 46 13 30 46 51 13 20 43 24 28 12 31 27 49 17 20 48 42 41 22 39 26 23 28 0 17 25 30 28 30 38 15 21 35
12 74 53 53 27 30 32 9 22 46 42 51 14 42 49 51 5 34 50 39 44 20 30 43 61 27 36 58 51 43 37 42 39 39 44 17 0 40 28 43 23 54 31 34 51
51 36 50 37 15 23 16 38 18 32 39 33 37 9 38 45 37 7 29 28 28 34 35 8 25 16 13 28 24 36 5 32 8 26 22 25 40 0 35 6 41 18 25 8 13
36 60 26 65 32 41 38 19 25 22 14 27 37 31 22 24 29 29 27 51 54 40 2 41 47 21 40 38 32 16 36 17 29 50 51 30 28 35 0 40 9 52 43 28 47
54 35 55 33 17 22 15 42 22 37 44 38 39 14 43 51 40 11 34 26 24 34 40 3 26 21 11 31 28 41 6 37 14 24 18 28 43 6 40 0 45 13 24 13 8
29 68 31 67 35 43 41 15 28 30 21 35 34 38 30 30 26 34 36 53 56 39 10 47 55 26 44 47 40 24 41 25 35 52 54 30 23 41 9 45 0 58 44 34 53
65 31 65 31 27 29 24 53 33 47 55 46 48 23 52 60 51 24 42 29 25 43 52 12 26 33 19 35 34 52 18 48 24 27 19 38 54 18 52 13 58 0 30 24 6
39 58 66 24 13 3 9 34 18 51 53 54 20 33 56 62 26 23 50 9 14 14 44 22 49 25 13 52 47 52 20 49 30 9 15 15 31 25 43 24 44 30 0 24 29
45 41 45 41 12 22 15 31 13 29 34 30 33 10 34 41 32 2 27 30 30 30 28 14 29 9 15 29 24 31 9 27 7 28 25 21 34 8 28 13 34 24 24 0 20
62 30 60 33 24 28 22 49 29 41 50 41 46 18 47 55 48 19 37 29 27 41 47 8 23 28 17 31 29 46 14 42 19 27 20 35 51 13 47 8 53 6 29 20 0
