4 100 52
60 60 0 85 68 42 59 44 60 20 63 27 24 43 50 55 35 21 27 57 32 72 35 63 71 55 13 33 26 73 27 48 41 20 55 61 13 37 60 30 21 43 27 60 52 34 24 64 14 73 58 71
60 60 85 0 19 55 51 42 41 66 38 65 65 45 39 44 53 66 59 38 58 16 51 37 23 46 76 54 62 16 58 38 45 70 31 33 73 53 46 66 67 48 66 55 56 51 69 24 73 13 34 15
55 44 68 19 0 36 45 24 35 48 33 47 49 31 27 26 38 49 42 31 40 4 33 32 23 39 58 38 44 6 41 21 29 54 16 16 56 40 40 52 49 29 51 38 48 34 51 17 56 12 25 6
66 22 42 55 36 0 58 22 52 27 53 16 36 34 37 14 34 32 24 47 13 39 18 52 52 51 30 28 19 40 23 24 26 39 32 24 32 37 56 44 23 10 41 19 56 23 20 43 35 46 44 41
11 77 59 51 45 58 0 38 11 46 13 56 37 26 23 59 28 42 41 15 51 47 42 14 28 8 57 34 49 49 42 37 33 40 33 54 51 25 5 31 51 49 33 72 9 37 58 29 48 40 20 43
46 40 44 42 24 22 38 0 30 25 31 25 26 14 15 23 18 26 18 26 19 28 10 31 32 30 35 15 21 29 18 4 7 31 12 22 32 20 35 31 26 13 30 35 36 11 29 23 32 30 22 27
21 69 60 41 35 52 11 30 0 44 4 52 37 21 16 51 26 41 39 5 46 37 36 5 18 7 55 31 46 39 38 29 27 41 24 45 51 23 6 33 49 43 34 64 16 33 55 19 47 30 10 33
50 47 20 66 48 27 46 25 44 0 46 14 12 25 32 38 19 6 7 40 15 52 16 46 52 39 12 14 9 53 8 28 21 13 35 42 8 22 45 21 7 24 18 45 40 15 14 45 9 54 40 51
24 69 63 38 33 53 13 31 4 46 0 54 39 23 17 51 28 43 41 6 48 35 38 1 15 10 58 33 47 37 41 29 29 44 23 44 53 26 8 36 51 43 38 64 20 35 56 17 50 27 10 30
61 35 27 65 47 16 56 25 52 14 54 0 25 32 37 29 28 20 15 48 7 50 17 54 57 49 15 23 7 51 15 29 26 27 37 37 17 32 55 34 8 18 31 34 51 20 5 48 20 55 46 50
39 57 24 65 49 36 37 26 37 12 39 25 0 20 27 45 13 6 12 34 24 53 21 40 48 31 21 12 19 55 13 29 21 5 35 47 16 14 37 10 18 31 6 54 30 17 25 42 12 53 35 51
33 53 43 45 31 34 26 14 21 25 23 32 20 0 8 36 8 22 19 17 26 35 17 23 29 18 36 11 26 37 19 14 8 25 16 33 32 9 24 22 29 25 21 48 23 13 35 22 30 33 16 32
32 55 50 39 27 37 23 15 16 32 17 37 27 8 0 37 15 30 25 11 32 30 22 17 22 15 43 18 32 32 25 14 13 32 12 32 39 15 20 28 35 27 28 49 23 19 41 15 37 26 9 26
68 19 55 44 26 14 59 23 51 38 51 29 45 36 37 0 39 41 34 46 24 29 25 50 46 51 43 35 30 29 33 23 29 49 28 12 44 42 56 52 35 15 49 14 59 29 33 37 46 38 41 32
34 54 35 53 38 34 28 18 26 19 28 28 13 8 15 39 0 15 14 23 24 42 16 29 36 22 30 6 22 44 14 20 12 17 23 39 25 4 28 15 24 26 13 50 23 11 30 30 22 41 23 39
45 52 21 66 49 32 42 26 41 6 43 20 6 22 30 41 15 0 9 37 19 53 18 44 51 36 16 13 14 54 10 29 21 8 35 45 11 18 42 15 13 28 12 50 35 15 20 44 8 54 38 51
47 45 27 59 42 24 41 18 39 7 41 15 12 19 25 34 14 9 0 35 13 45 10 41 46 35 18 8 9 47 1 22 15 16 29 37 15 17 41 21 10 19 17 42 36 8 17 39 14 47 34 44
25 64 57 38 31 47 15 26 5 40 6 48 34 17 11 46 23 37 35 0 42 33 32 7 17 8 52 27 41 35 35 24 23 39 19 40 47 21 10 32 45 38 33 59 19 29 50 16 45 27 6 29
57 33 32 58 40 13 51 19 46 15 48 7 24 26 32 24 24 19 13 42 0 43 11 48 50 44 20 19 6 45 12 22 20 27 31 31 20 28 50 33 11 12 30 31 47 14 11 41 22 48 40 44
58 46 72 16 4 39 47 28 37 52 35 50 53 35 30 29 42 53 45 33 43 0 37 34 24 41 61 41 47 2 45 24 32 58 19 18 59 43 43 56 52 32 55 40 51 38 54 19 59 11 28 5
49 39 35 51 33 18 42 10 36 16 38 17 21 17 22 25 16 18 10 32 11 37 0 38 41 34 25 11 12 38 9 14 10 25 22 27 23 20 40 28 16 11 25 35 38 5 20 32 24 40 29 36
25 69 63 37 32 52 14 31 5 46 1 54 40 23 17 50 29 44 41 7 48 34 38 0 14 11 58 33 48 36 41 29 29 44 23 43 53 26 9 37 51 43 38 63 21 34 57 16 50 26 9 29
37 65 71 23 23 52 28 32 18 52 15 57 48 29 22 46 36 51 46 17 50 24 41 14 0 24 64 39 51 25 46 29 32 53 20 37 60 35 23 47 56 43 48 59 34 39 60 10 58 14 14 19
17 69 55 46 39 51 8 30 7 39 10 49 31 18 15 51 22 36 35 8 44 41 34 11 24 0 51 27 42 43 35 29 26 35 26 46 46 19 6 27 45 42 29 64 11 30 51 24 42 35 14 37
60 49 13 76 58 30 57 35 55 12 58 15 21 36 43 43 30 16 18 52 20 61 25 58 64 51 0 25 15 63 18 38 32 19 46 50 6 33 57 29 10 31 26 48 50 26 11 56 11 64 51 61
39 49 33 54 38 28 34 15 31 14 33 23 12 11 18 35 6 13 8 27 19 41 11 33 39 27 25 0 16 43 9 18 9 17 23 36 22 10 33 18 18 21 15 45 29 6 25 32 20 42 26 39
55 39 26 62 44 19 49 21 46 9 47 7 19 26 32 30 22 14 9 41 6 47 12 48 51 42 15 16 0 49 8 25 20 21 33 36 14 25 48 28 5 17 25 37 44 14 9 43 16 51 40 47
59 46 73 16 6 40 49 29 39 53 37 51 55 37 32 29 44 54 47 35 45 2 38 36 25 43 63 43 49 0 46 26 34 60 21 18 61 45 44 58 54 34 57 40 53 40 55 20 61 13 30 7
47 44 27 58 41 23 42 18 38 8 41 15 13 19 25 33 14 10 1 35 12 45 9 41 46 35 18 9 8 46 0 21 14 17 28 36 15 18 41 22 11 18 18 41 37 8 17 38 15 47 33 44
45 41 48 38 21 24 37 4 29 28 29 29 29 14 14 23 20 29 22 24 22 24 14 29 29 29 38 18 25 26 21 0 9 34 9 20 36 22 33 34 29 15 32 36 36 14 33 20 35 27 20 23
41 45 41 45 29 26 33 7 27 21 29 26 21 8 13 29 12 21 15 23 20 32 10 29 32 26 32 9 20 34 14 9 0 26 15 28 29 14 31 26 24 17 24 40 31 7 29 24 28 33 21 30
42 60 20 70 54 39 40 31 41 13 44 27 5 25 32 49 17 8 16 39 27 58 25 44 53 35 19 17 21 60 17 34 26 0 40 51 14 19 41 11 19 35 7 57 33 21 26 47 9 58 40 56
43 47 55 31 16 32 33 12 24 35 23 37 35 16 12 28 23 35 29 19 31 19 22 23 20 26 46 23 33 21 28 9 15 40 0 21 43 24 29 37 37 23 36 41 34 21 41 12 42 19 14 17
63 29 61 33 16 24 54 22 45 42 44 37 47 33 32 12 39 45 37 40 31 18 27 43 37 46 50 36 36 18 36 20 28 51 21 0 49 41 50 53 41 19 51 23 55 31 41 29 50 27 35 21
54 51 13 73 56 32 51 32 51 8 53 17 16 32 39 44 25 11 15 47 20 59 23 53 60 46 6 22 14 61 15 36 29 14 43 49 0 28 52 24 10 31 20 50 45 23 14 53 5 62 47 58
30 58 37 53 40 37 25 20 23 22 26 32 14 9 15 42 4 18 17 21 28 43 20 26 35 19 33 10 25 45 18 22 14 19 24 41 28 0 25 13 27 29 13 53 20 15 34 30 25 41 22 40
16 74 60 46 40 56 5 35 6 45 8 55 37 24 20 56 28 42 41 10 50 43 40 9 23 6 57 33 48 44 41 33 31 41 29 50 52 25 0 32 51 47 34 69 13 36 57 25 48 35 16 38
32 65 30 66 52 44 31 31 33 21 36 34 10 22 28 52 15 15 21 32 33 56 28 37 47 27 29 18 28 58 22 34 26 11 37 53 24 13 32 0 28 38 4 62 23 23 35 43 19 54 34 53
56 42 21 67 49 23 51 26 49 7 51 8 18 29 35 35 24 13 10 45 11 52 16 51 56 45 10 18 5 54 11 29 24 19 37 41 10 27 51 28 0 22 24 41 46 17 8 48 13 55 43 52
57 29 43 48 29 10 49 13 43 24 43 18 31 25 27 15 26 28 19 38 12 32 11 43 43 42 31 21 17 34 18 15 17 35 23 19 31 29 47 38 22 0 35 25 47 16 22 33 32 38 34 33
35 62 27 66 51 41 33 30 34 18 38 31 6 21 28 49 13 12 17 33 30 55 25 38 48 29 26 15 25 57 18 32 24 7 36 51 20 13 34 4 24 35 0 59 26 21 31 43 16 53 34 52
80 7 60 55 38 19 72 35 64 45 64 34 54 48 49 14 50 50 42 59 31 40 35 63 59 64 48 45 37 40 41 36 40 57 41 23 50 53 69 62 41 25 59 0 71 40 37 50 53 50 54 43
11 76 52 56 48 56 9 36 16 40 20 51 30 23 23 59 23 35 36 19 47 51 38 21 34 11 50 29 44 53 37 36 31 33 34 55 45 20 13 23 46 47 26 71 0 34 53 33 41 45 24 47
44 44 34 51 34 23 37 11 33 15 35 20 17 13 19 29 11 15 8 29 14 38 5 34 39 30 26 6 14 40 8 14 7 21 21 31 23 15 36 23 17 16 21 40 34 0 23 31 22 40 27 37
63 38 24 69 51 20 58 29 55 14 56 5 25 35 41 33 30 20 17 50 11 54 20 57 60 51 11 25 9 55 17 33 29 26 41 41 14 34 57 35 8 22 31 37 53 23 0 52 19 59 49 54
40 56 64 24 17 43 29 23 19 45 17 48 42 22 15 37 30 44 39 16 41 19 32 16 10 24 56 32 43 20 38 20 24 47 12 29 53 30 25 43 48 33 43 50 33 31 52 0 51 12 11 14
50 55 14 73 56 35 48 32 47 9 50 20 12 30 37 46 22 8 14 45 22 59 24 50 58 42 11 20 16 61 15 35 28 9 42 50 5 25 48 19 13 32 16 53 41 22 19 51 0 61 45 58
50 56 73 13 12 46 40 30 30 54 27 55 53 33 26 38 41 54 47 27 48 11 40 26 14 35 64 42 51 13 47 27 33 58 19 27 62 41 35 54 55 38 53 50 45 40 59 12 61 0 22 7
30 60 58 34 25 44 20 22 10 40 10 46 35 16 9 41 23 38 34 6 40 28 29 9 14 14 51 26 40 30 33 20 21 40 14 35 47 22 16 34 43 34 34 54 24 27 49 11 45 22 0 24
53 49 71 15 6 41 43 27 33 51 30 50 51 32 26 32 39 51 44 29 44 5 36 29 19 37 61 39 47 7 44 23 30 56 17 21 58 40 38 53 52 33 52 43 47 37 54 14 58 7 24 0
