4 100 41
35 55 33 56 11 25 10 38 28 31 17 31 27 41 40 23 27 46 45 40 39 34 20 45 25 0 47 22 18 27 16 12 12 39 39 14 15 30 7 33 15
75 13 59 49 44 49 44 39 66 24 45 62 50 7 52 41 65 3 10 33 21 24 50 33 36 47 0 26 31 35 32 38 57 12 10 42 32 19 53 15 33
51 35 43 44 22 33 22 28 42 19 25 39 30 20 37 25 41 25 26 26 19 15 31 29 23 22 26 0 10 24 9 16 32 18 17 21 8 12 29 13 8
50 38 33 54 13 23 14 37 43 14 15 42 34 27 44 15 42 30 28 36 29 25 21 39 13 18 31 10 0 15 2 8 29 26 25 12 8 13 24 17 9
61 38 24 68 17 15 18 51 55 12 14 56 49 33 58 7 53 33 28 49 41 38 17 52 3 27 35 24 15 0 17 16 38 35 33 14 22 19 32 23 23
49 39 34 52 14 24 14 35 41 16 16 41 32 27 42 17 40 30 29 34 28 24 22 38 15 16 32 9 2 17 0 8 27 26 24 12 6 14 23 18 7
46 45 28 58 7 18 6 40 39 20 10 41 34 34 45 13 38 37 35 40 35 31 15 44 14 12 38 16 8 16 8 0 24 33 32 5 10 20 18 24 11
24 66 39 58 22 34 21 41 19 42 26 24 25 51 39 33 18 56 56 45 46 41 29 50 36 12 57 32 29 38 27 24 0 48 48 24 25 41 7 44 25
65 24 57 39 39 47 39 28 56 25 41 51 40 6 41 39 55 13 19 23 10 13 46 23 34 39 12 18 26 35 26 33 48 0 3 37 25 16 46 13 25
65 22 55 41 38 45 38 30 57 23 39 52 40 4 43 37 55 11 16 24 13 14 45 25 33 39 10 17 25 33 24 32 48 3 0 36 24 14 45 10 24
47 47 23 63 3 14 4 45 41 21 5 44 38 38 50 10 40 40 37 45 40 36 10 49 12 14 42 21 12 14 12 5 24 37 36 0 15 24 18 28 16
45 41 38 48 16 28 16 30 37 20 20 36 28 27 37 22 36 31 32 30 25 21 25 34 20 15 32 8 8 22 6 10 25 25 24 15 0 17 22 19 1
62 25 42 52 26 32 26 37 54 9 26 51 41 15 48 23 52 17 15 34 24 22 32 36 19 30 19 12 13 19 14 20 41 16 14 24 17 0 37 5 18
30 62 33 60 16 28 15 42 24 37 20 29 28 48 42 27 24 52 52 45 44 40 22 50 30 7 53 29 24 32 23 18 7 46 45 18 22 37 0 40 21
63 23 46 50 30 36 30 36 55 13 31 52 42 11 47 27 54 13 13 32 21 20 36 33 23 33 15 13 17 23 18 24 44 13 10 28 19 5 40 0 20
45 42 39 47 17 29 16 30 37 21 20 35 27 27 36 22 35 32 32 30 25 21 26 34 21 15 33 8 9 23 7 11 25 25 24 16 1 18 21 20 0
