4 100 46
47 39 40 46 6 15 30 26 38 25 5 23 33 19 22 18 34 36 46 11 38 11 20 38 22 19 0 22 19 22 18 45 19 27 29 35 15 30 27 25 19 25 5 32 26 21
27 60 41 51 17 28 38 13 38 40 21 44 27 15 44 15 36 22 25 30 37 24 6 39 21 35 22 0 21 26 16 50 34 46 49 14 36 42 26 36 40 42 17 54 30 7
46 50 23 63 20 34 47 15 20 44 14 35 15 30 33 6 17 43 44 29 20 10 17 53 35 38 19 21 0 5 30 62 16 45 46 33 27 49 9 16 33 25 18 42 42 26
50 48 19 67 23 37 51 19 16 46 17 35 15 35 33 11 13 48 49 31 17 12 22 57 39 40 22 26 5 0 34 66 13 46 46 38 27 51 8 12 33 22 21 41 46 31
35 53 52 36 13 14 22 27 49 25 21 37 39 2 38 25 46 20 33 20 48 26 19 25 6 22 18 16 30 34 0 35 36 34 38 25 31 26 37 40 32 42 15 47 15 10
60 60 84 2 43 30 15 61 81 24 49 50 74 35 52 58 78 39 58 38 81 55 53 13 30 30 45 50 62 66 35 0 62 35 40 54 49 18 70 68 46 64 45 58 21 44
60 35 27 63 24 33 47 30 26 40 16 23 28 37 21 20 21 53 58 25 27 11 30 56 40 34 19 34 16 13 36 62 0 37 36 47 16 46 20 7 22 9 22 28 45 36
68 26 64 36 31 21 24 53 62 13 32 18 59 35 20 45 57 51 67 18 62 35 46 37 33 13 27 46 45 46 34 35 37 0 7 58 22 18 53 44 16 36 32 24 29 43
72 20 62 42 33 25 30 54 61 19 33 14 60 40 17 46 56 56 71 20 61 36 49 43 38 18 29 49 46 46 38 40 36 7 0 61 20 24 53 42 14 33 34 19 34 47
13 73 50 56 30 38 45 20 47 49 35 57 34 23 57 28 46 18 12 42 46 37 18 42 28 46 35 14 33 38 25 54 47 58 61 0 49 50 37 49 53 55 30 67 37 15
61 25 43 51 20 23 35 38 41 26 16 9 41 32 8 28 36 50 60 13 42 17 34 46 33 20 15 36 27 27 31 49 16 22 20 49 0 32 34 22 7 16 20 18 35 35
58 43 70 19 30 16 8 51 67 7 35 32 61 28 35 46 63 39 57 22 67 40 43 20 23 13 30 42 49 51 26 18 46 18 24 50 32 0 57 52 29 48 32 41 15 36
48 55 15 71 28 42 55 17 12 52 22 42 8 37 40 13 11 48 47 37 12 18 21 61 43 46 27 26 9 8 37 70 20 53 53 37 34 57 0 18 40 28 25 48 50 32
61 40 22 70 28 39 53 31 20 46 20 29 25 41 26 22 15 57 60 31 22 15 32 62 45 40 25 36 16 12 40 68 7 44 42 49 22 52 18 0 28 12 26 33 50 40
65 21 49 48 24 22 33 43 47 23 21 5 47 34 6 33 42 52 63 13 48 23 38 44 34 18 19 40 33 33 32 46 22 16 14 53 7 29 40 28 0 20 24 15 34 39
68 29 33 66 30 37 50 39 32 41 22 19 36 43 17 29 27 60 66 27 33 18 38 60 46 35 25 42 25 22 42 64 9 36 33 55 16 48 28 12 20 0 28 22 49 44
42 44 39 46 3 17 30 22 37 28 6 28 30 16 27 14 33 32 41 15 37 12 15 37 19 22 5 17 18 21 15 45 22 32 34 30 20 32 25 26 24 28 0 37 25 17
79 8 54 59 38 37 46 55 53 34 33 11 55 49 10 45 48 66 78 27 54 33 51 58 49 31 32 54 42 41 47 58 28 24 19 67 18 41 48 33 15 22 37 0 48 53
44 52 64 22 23 13 9 41 61 17 31 38 53 15 40 38 58 25 43 23 61 36 33 12 10 18 26 30 42 46 15 21 45 29 34 37 35 15 50 50 34 49 25 48 0 24
27 59 47 45 15 23 32 19 43 35 22 43 33 10 43 20 42 18 25 28 43 26 11 32 15 31 21 7 26 31 10 44 36 43 47 15 35 36 32 40 39 44 17 53 24 0
